,artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored),genre,genre_id
68892,['Plácido Domingo'],[851639],0.424,0.112,0.231,117.373,-18.6,1,8,0.96,0.000201,0.0715,0.0586,0,263333,34,1977,1/1/1977,"La Traviata / Act ** ""Follie! Delirio vano è questo!... Sempre libera""",Classical,2.0
37029,['Glenn Gould'],[803752],0.112,0.275,0.601,178.986,-16.129,0,2,0.523,0.0902,0.0822,0.04,0,186040,13,1957,1957,"The Art of the Fugue, BWV ***** Contrapunctus IX à 4 alla duodecima",Classical,2.0
3459,['Wolfgang Amadeus Mozart'],[26350],0.306,0.0489,0.343,80.185,-25.717,1,2,0.996,0.527,0.145,0.0487,0,320133,0,1942,1/1/1942,"Don Giovanni, K. *** (Excerpts Sung in German): Schöne Donna! Dies genaue Register",Classical,2.0
37046,['Glenn Gould'],[803752],0.4,0.107,0.0951,122.045,-22.316,0,11,0.991,0.925,0.117,0.0352,0,351760,15,1957,1957,"Keyboard Concerto in D Major, BWV ***** II. Adagio e piano sempre",Classical,2.0
57262,['Maria Callas'],[740576],0.249,0.305,0.243,166.085,-13.27,1,6,0.982,0.737,0.447,0.0447,0,132360,5,1953,1953,"Puccini: Tosca, Act * Scene 5: ""Se la giurata fede debbo tradir"" (Scarpia, Tosca)",Classical,2.0
11730,['Bidu Sayão'],[1950198],0.302,0.0518,0.0536,106.825,-19.742,0,0,0.981,1.74e-06,0.111,0.0419,0,260267,0,1946,1946,"Adieu, notre ****** table from Manon (Act II) - Voice",Classical,2.0
3540,['Wolfgang Amadeus Mozart'],[26350],0.287,0.236,0.234,114.395,-12.03,0,7,0.977,0.906,0.0838,0.0386,0,447013,1,1953,1953,"Symphony No. 40 in G Minor, K. 550: I. Molto Allegro - **** Remsatered",Classical,2.0
37067,['Glenn Gould'],[803752],0.191,0.291,0.829,86.295,-21.218,0,1,0.992,0.923,0.112,0.0399,0,51853,17,1964,1964,"Sinfonia No. 6 in E Major, BWV *** - Remastered",Classical,2.0
7727,['André Previn'],[30250],0.59,0.273,0.69,106.683,-14.066,1,7,0.772,0.0952,0.623,0.0295,0,290707,5,1958,8/4/1958,Waltz At ******** Dance Version - Extended Version,Classical,2.0
2955,['Wolfgang Amadeus Mozart'],[26350],0.231,0.171,0.388,102.796,-19.925,1,4,0.973,0.0,0.126,0.0323,0,74640,10,1960,1960,Though in the Outward Church - Voice,Classical,2.0
7717,['André Previn'],[30250],0.479,0.225,0.549,79.43,-19.389,1,10,0.855,0.0,0.19,0.262,0,98640,17,1964,1964,End ******* - ************,Classical,2.0
53377,['Leonard Bernstein'],[239859],0.763,0.33,0.749,112.149,-13.62,0,7,0.984,0.0,0.157,0.087,0,42133,0,1950,1950,Peter Pan (Remastered): The Plank,Classical,2.0
37165,['Glenn Gould'],[803752],0.396,0.267,0.727,67.081,-17.192,1,7,0.993,0.897,0.158,0.0356,0,78293,20,1956,1956,"Goldberg Variations, BWV 988: Variation ** Ouverture a * Clav.",Classical,2.0
3344,['Wolfgang Amadeus Mozart'],[26350],0.154,0.0977,0.0903,94.878,-20.798,1,5,0.942,0.667,0.0856,0.042,0,478653,0,1938,1938,"Quatuor à cordes No. ** in C Major, K. 465 ""Les dissonances"": II. Andante cantabile",Classical,2.0
53313,['Leonard Bernstein'],[239859],0.15,0.0309,0.0422,79.831,-28.506,0,5,0.966,0.945,0.114,0.0441,0,192573,20,1960,1960,Billy the Kid Suite: IV. Prairie ****** Card Game at *****,Classical,2.0
53246,['Leonard Bernstein'],[239859],0.188,0.102,0.153,88.398,-18.123,1,10,0.953,0.0,0.186,0.0329,0,157027,34,1957,1957,West Side Story (Original Broadway Cast): Act I: Maria,Classical,2.0
53217,['Leonard Bernstein'],[239859],0.254,0.0829,0.198,74.515,-20.844,0,5,0.968,0.475,0.111,0.0491,0,517000,15,1967,1967,"Piano Quintet in E-flat Major, Op. 44: II. In modo d'una Marcia. Un poco largamente - Agitato",Classical,2.0
53216,['Leonard Bernstein'],[239859],0.143,0.012,0.0373,73.555,-38.393,0,2,0.39,0.596,0.0781,0.0409,0,208093,21,1967,1967,"Symphony No. * in D Major ******** Ia. Langsam, schleppend",Classical,2.0
36774,['Giuseppe di Stefano'],[731975],0.308,0.0723,0.249,90.6,-22.54,1,1,0.988,5.76e-05,0.164,0.0358,0,74400,5,1953,1953,"Puccini: Tosca, Act * Scene 3: ""Sante ampolle! Il suo ritratto!"" (Sagrestano, Cavaradossi)",Classical,2.0
53319,['Leonard Bernstein'],[239859],0.258,0.362,0.163,102.37,-15.702,1,11,0.913,0.717,0.247,0.0353,0,264667,1,1947,1947,Ride of the Walkyries from Die Walküre,Classical,2.0
3039,['Wolfgang Amadeus Mozart'],[26350],0.439,0.0406,0.36,92.097,-25.974,0,0,0.994,0.931,0.137,0.0332,0,449933,29,1981,1/1/1981,"Piano Sonata ***** in C minor, K.457: ** Molto allegro",Classical,2.0
7773,['André Previn'],[30250],0.34,0.0788,0.868,174.589,-21.584,1,5,0.688,0.404,0.34,0.0311,0,95093,4,1953,11/26/1953,Bianca,Classical,2.0
3184,['Wolfgang Amadeus Mozart'],[26350],0.19,0.0962,0.167,84.58,-23.157,1,5,0.995,0.933,0.174,0.0387,0,153000,0,1955,1/1/1955,"Die Zauberflöte, ***** / Act ** Marsch der Priester",Classical,2.0
3249,['Wolfgang Amadeus Mozart'],[26350],0.35,0.0234,0.307,96.532,-30.945,1,0,0.995,0.899,0.0726,0.041,0,401760,52,1991,10/16/1991,"Piano Sonata No. 5 in G Major, K. **** II. Andante",Classical,2.0
3306,['Wolfgang Amadeus Mozart'],[26350],0.505,0.158,0.522,133.389,-18.262,1,10,0.965,0.637,0.205,0.0411,0,403813,0,1938,1938,"Sonate pour violon et piano No. ** in E-Flat Major, K. 380: I. Allegro",Classical,2.0
53078,['Leonard Bernstein'],[239859],0.369,0.201,0.243,147.027,-17.92,0,10,0.907,0.546,0.105,0.0587,0,345267,13,1959,1959,"Symphony No. 9 in E-Flat Major, Op. 70: V. Allegretto",Classical,2.0
37041,['Glenn Gould'],[803752],0.282,0.12,0.0382,75.502,-20.121,1,3,0.992,0.879,0.127,0.0479,0,645867,8,1956,1956,"Sonata No. ** in A-Flat Major, Op. **** III. Adagio, ma non troppo - Fuga. Allegro, ma non troppo - Remastered",Classical,2.0
55843,['Luciano Pavarotti'],[579458],0.21,0.183,0.104,89.723,-18.363,1,0,0.973,0.000562,0.754,0.0406,0,111600,0,1946,1946,Fedora: Amor ti vieta,Classical,2.0
53330,['Leonard Bernstein'],[239859],0.287,0.0624,0.176,82.454,-19.644,1,1,0.861,4.83e-05,0.223,0.0435,0,403667,22,1957,1957,West Side Story: Act I: *******,Classical,2.0
3046,['Wolfgang Amadeus Mozart'],[26350],0.322,0.0809,0.0947,117.537,-20.253,1,10,0.991,0.00243,0.175,0.0517,0,165693,48,2004,5/8/2004,"Le nozze di Figaro, K. **** Act II No. *** Arietta - Voi, che sapete",Classical,2.0
3022,['Wolfgang Amadeus Mozart'],[26350],0.53,0.225,0.369,117.712,-13.939,1,7,0.922,0.0553,0.0941,0.0548,0,395960,0,1952,1952,"Le Nozze di Figaro, '(The) Marriage of Figaro', Act III: Ecco la marcia!....amanti! costanti! (Figaro/Susanna/Conte/Contessa/Due ragazze/Coro)",Classical,2.0
37076,['Glenn Gould'],[803752],0.331,0.102,0.0791,135.496,-21.962,1,8,0.988,0.899,0.129,0.0398,0,415347,7,1956,1956,"Sonata No. ** in A-Flat Major, Op. **** I. Moderato cantabile molto espressivo - Remastered",Classical,2.0
3192,['Wolfgang Amadeus Mozart'],[26350],0.433,0.0294,0.0987,130.547,-33.064,1,9,0.993,0.934,0.0743,0.0439,0,297573,25,1981,1/1/1981,"Piano Sonata ***** in D, K.576: ** Adagio",Classical,2.0
68554,['Pierre Boulez'],[795288],0.094,0.0358,0.0599,77.744,-27.193,0,1,0.987,0.804,0.0933,0.0378,0,197800,0,1948,1948,"Le sacre du printemps ***** version): Pt. * ""The Sacrifice"", Mystic Circles of the Young *****",Classical,2.0
37012,['Glenn Gould'],[803752],0.44,0.0615,0.193,77.165,-24.16,1,10,0.994,0.928,0.0945,0.0803,0,738893,15,1962,1962,"The Art of the Fugue, BWV ***** Contrapunctus XIV (Fuga à 3 soggetti) - Excerpt",Classical,2.0
2927,['Wolfgang Amadeus Mozart'],[26350],0.403,0.0387,0.182,136.124,-19.152,1,2,0.979,0.594,0.0928,0.0425,0,341280,0,1947,1947,"Divertimento No. ** in D Major, K. 334: V. Menuetto",Classical,2.0
68898,['Plácido Domingo'],[851639],0.239,0.186,0.0764,93.957,-17.121,1,8,0.984,0.00205,0.188,0.041,0,231173,6,1949,1949,Quando le sere al placido from Luisa Miller,Classical,2.0
28981,['Eileen Farrell'],[179714],0.2,0.15,0.167,180.74,-15.758,1,3,0.918,0.0,0.114,0.0494,0,185400,0,1947,1947,Danny Boy - Remastered,Classical,2.0
57340,['Maria Callas'],[740576],0.193,0.208,0.231,89.787,-19.416,1,3,0.954,0.171,0.273,0.0544,0,71507,14,1950,1950,"Bellini: I Puritani, Act ** ""O, rendetemi la speme"" (Elvira)",Classical,2.0
53021,['Leonard Bernstein'],[239859],0.513,0.246,0.317,104.318,-19.045,1,10,0.94,0.806,0.0866,0.039,0,170373,0,1950,1950,Fancy Free Ballet: I. Enter ***** Sailors,Classical,2.0
3411,['Wolfgang Amadeus Mozart'],[26350],0.199,0.138,0.226,174.853,-15.543,0,7,0.958,0.869,0.19,0.0463,0,259133,0,1938,1938,"Quintette à cordes No. 4 in G Minor, K. **** II. Menuetto - Trio (Allegretto)",Classical,2.0
53291,['Leonard Bernstein'],[239859],0.225,0.155,0.0773,58.467,-16.454,0,0,0.92,0.899,0.634,0.0366,0,193800,23,1960,1960,Billy the Kid Suite: I. Introduction. The Open Prairie,Classical,2.0
55836,['Luciano Pavarotti'],[579458],0.242,0.356,0.152,89.202,-13.189,1,2,0.971,0.0306,0.161,0.046,0,402040,39,1973,9/1/1973,Turandot / Act 3: Nessun dorma!,Classical,2.0
57338,['Maria Callas'],[740576],0.198,0.226,0.0629,83.248,-12.531,1,5,0.987,0.155,0.362,0.0358,0,444880,28,1955,1955,"Puccini: Madama Butterfly, Act ** ""Vogliatemi bene, un bene piccolino"" (Butterfly, Pinkerton)",Classical,2.0
57284,['Maria Callas'],[740576],0.208,0.148,0.0695,89.179,-18.88,0,9,0.987,0.106,0.135,0.045,0,449733,0,1954,1954,"Norma ***** - Remaster), Act II: Norma, deh! Norma scolpati!",Classical,2.0
3236,['Wolfgang Amadeus Mozart'],[26350],0.316,0.115,0.253,95.342,-17.922,1,3,0.973,0.00015,0.179,0.0399,0,431453,0,1948,1948,"Mentre ti lascio, K. **** ""Mentre ti lascio, o figlia""",Classical,2.0
2894,['Wolfgang Amadeus Mozart'],[26350],0.341,0.289,0.406,94.621,-13.642,0,7,0.971,0.9,0.206,0.034,0,252000,3,1953,1953,"Symphony No. ** in G Minor, K. **** IV. Allegro",Classical,2.0
57299,['Maria Callas'],[740576],0.325,0.0354,0.0795,170.038,-21.45,1,0,0.974,2.61e-06,0.148,0.0549,0,255333,0,1952,1952,Chi è là ?.. Scusi...Una donna,Classical,2.0
3175,['Wolfgang Amadeus Mozart'],[26350],0.611,0.0994,0.456,104.156,-21.11,1,10,0.976,0.0,0.201,0.104,0,264227,0,1951,1951,Se a caso madama,Classical,2.0
3025,['Wolfgang Amadeus Mozart'],[26350],0.418,0.438,0.656,196.493,-19.272,1,0,0.925,0.0,0.895,0.94,0,37573,0,1953,7/27/1953,"Don Giovanni, K. **** Act I: Guarda un po' come seppe (Live)",Classical,2.0
36922,['Glenn Gould'],[803752],0.368,0.0324,0.113,104.105,-25.79,0,1,0.994,0.893,0.111,0.0461,0,319560,17,1961,1961,"Intermezzo No. 3 in C-Sharp Minor, Op. *** - Andante con moto - Remastered",Classical,2.0
3224,['Wolfgang Amadeus Mozart'],[26350],0.3,0.0295,0.0727,132.858,-21.671,1,3,0.988,0.811,0.129,0.0372,0,510173,0,1942,1942,"Piano Concerto No. ** in B-Flat Major, K. 595: II. Larghetto",Classical,2.0
3555,['Wolfgang Amadeus Mozart'],[26350],0.289,0.326,0.284,146.277,-13.981,1,2,0.898,0.886,0.126,0.0343,0,248627,16,1955,1/1/1955,"Le nozze di Figaro, ****** Overture",Classical,2.0
93464,['Trans-Siberian Orchestra'],[14757],0.297,0.363,0.148,132.905,-6.345,1,2,0.783,0.455,0.172,0.0309,0,257987,38,1998,9/15/1998,Christmas Canon,Classical,2.0
53418,['Leonard Bernstein'],[239859],0.497,0.197,0.554,80.582,-17.842,1,0,0.92,0.723,0.103,0.089,0,294040,21,1959,1959,"Symphony No. 5 in D Minor, Op. 47: II. Allegretto",Classical,2.0
3442,['Wolfgang Amadeus Mozart'],[26350],0.16,0.143,0.0508,95.811,-20.855,1,8,0.949,0.591,0.125,0.0448,0,387960,0,1938,1938,"Quatuor à cordes No. ** in E-Flat Major, K. **** II. Andante con moto",Classical,2.0
3265,['Wolfgang Amadeus Mozart'],[26350],0.488,0.15,0.811,145.26,-19.713,1,5,0.977,0.963,0.186,0.0362,0,56400,0,1947,1947,"Divertimento No. ** in B-Flat Major, K. **** II. Theme and Variations: g) Variation VI",Classical,2.0
57322,['Maria Callas'],[740576],0.0,0.172,0.0,0.0,-21.578,1,3,0.945,8.33e-05,0.85,0.0,0,55693,23,1964,1964,"Carmen ***** - Remaster), Act I: Quels regardes! Quelle effronterie!",Classical,2.0
37232,['Glenn Gould'],[803752],0.414,0.238,0.969,108.994,-24.808,1,7,0.989,0.909,0.151,0.0449,0,54013,40,1981,1981,"Goldberg Variations, BWV 988: Variation ** a * Clav.",Classical,2.0
2892,['Wolfgang Amadeus Mozart'],[26350],0.244,0.124,0.118,90.959,-15.428,1,3,0.939,0.774,0.258,0.0425,0,410560,0,1952,1952,Overture,Classical,2.0
28988,['Eileen Farrell'],[179714],0.37,0.365,0.578,128.145,-14.378,1,1,0.755,0.0,0.163,0.0438,0,152187,0,1947,1947,I'm Old Fashioned - Remastered,Classical,2.0
68899,['Plácido Domingo'],[851639],0.253,0.21,0.104,74.324,-16.303,0,3,0.968,0.149,0.138,0.0412,0,126733,0,1945,1945,"Ch'ella mi creda libero e lontano,... from La fanciulla del West (The **** of the ****** West)",Classical,2.0
11722,['Bidu Sayão'],[1950198],0.317,0.061,0.0433,118.694,-19.037,0,0,0.98,4.96e-06,0.158,0.0454,0,255507,0,1942,1942,"Adieu, notre ****** table from Manon (Act II) - Voice",Classical,2.0
53346,['Leonard Bernstein'],[239859],0.354,0.299,0.34,70.794,-16.751,1,0,0.84,0.00401,0.182,0.102,0,687067,0,1950,1950,"On The Town: Opening: New York, New York - Excerpt",Classical,2.0
53320,['Leonard Bernstein'],[239859],0.263,0.627,0.162,82.584,-12.776,1,3,0.925,0.917,0.33,0.135,0,115760,0,1948,1948,The Rite of Spring (Scenes of Pagan Russia in two parts): Part One - Adoration of the Earth: Games of the Rival Tribes,Classical,2.0
2793,['Wolfgang Amadeus Mozart'],[26350],0.249,0.0862,0.209,72.751,-20.471,1,8,0.969,0.385,0.18,0.0366,0,266400,0,1935,1935,"Mozart: Horn Concerto No. 3 in E-Flat Major, K. 447: II. Romance. Larghetto",Classical,2.0
9222,['Arvo Pärt'],[929776],0.476,0.000707,0.27,68.311,-36.606,0,11,0.864,0.299,0.104,0.164,0,647973,52,1999,10/15/1999,Für Alina,Classical,2.0
3435,['Wolfgang Amadeus Mozart'],[26350],0.338,0.068,0.398,75.178,-18.113,1,2,0.977,0.599,0.128,0.0438,0,311480,0,1938,1938,"Quatuor à cordes No. ** in D Major, K. 575: I. Allegretto",Classical,2.0
57305,['Maria Callas'],[740576],0.576,0.422,0.537,117.154,-12.072,1,10,0.977,0.0026,0.088,0.0824,0,139400,0,1952,1952,Caro ! Fuori il denaro - !,Classical,2.0
36924,['Glenn Gould'],[803752],0.442,0.22,0.695,167.137,-16.62,0,0,0.978,5.7e-05,0.22,0.0878,0,306733,30,1967,1967,So You Want to Write a Fugue? - For 4 Voices and String Quaret - Remastered,Classical,2.0
57370,['Maria Callas'],[740576],0.412,0.0852,0.255,97.95,-21.719,1,7,0.985,8.06e-05,0.546,0.062,0,215747,14,1955,1955,"Puccini: Madama Butterfly, Act ** ""C'è Entrate"" (Butterfly, Sharpless, Butterfly)",Classical,2.0
3526,['Wolfgang Amadeus Mozart'],[26350],0.385,0.0467,0.319,140.222,-22.375,0,8,0.99,0.827,0.314,0.0413,0,373027,0,1948,1948,"Quartet No. ** in E-Flat Major for Strings, K. **** III. Menuetto - Allegretto - Trio",Classical,2.0
53096,['Leonard Bernstein'],[239859],0.74,0.362,0.573,119.092,-15.232,1,5,0.905,0.927,0.0862,0.0547,0,138580,0,1947,1947,"The Soldier's Tale, Suite No. ** IX. Devil's Triumphant March",Classical,2.0
37083,['Glenn Gould'],[803752],0.378,0.0943,0.515,135.056,-24.061,0,0,0.994,0.905,0.121,0.0453,0,181680,17,1963,1963,"Sinfonia No. * in C Minor, BWV 788",Classical,2.0
3400,['Wolfgang Amadeus Mozart'],[26350],0.355,0.198,0.397,95.841,-15.7,1,7,0.973,0.236,0.0748,0.035,0,618840,0,1938,1938,"Trio avec piano No. * in G Major, K. 496: III. Allegro con variazioni",Classical,2.0
37074,['Glenn Gould'],[803752],0.174,0.221,0.669,87.332,-21.263,1,7,0.988,0.824,0.119,0.0355,0,70907,7,1956,1956,"Goldberg Variations, BWV 988: Variation ** a * Clav. - **** Version",Classical,2.0
36751,['Giuseppe di Stefano'],[731975],0.195,0.299,0.0966,169.071,-12.003,1,1,0.982,0.00147,0.111,0.042,0,331147,0,1953,1953,"Bellini: I Puritani, Act 3: ""Credeasi, misera"" (Arturo, Elvira, Giorgio, Riccardo, Chorus)",Classical,2.0
3354,['Wolfgang Amadeus Mozart'],[26350],0.22,0.144,0.144,106.822,-20.984,0,0,0.962,0.642,0.224,0.0433,0,529667,2,1946,1946,"Sinfonia concertante in E-Flat Major, K. 364: II. Andante - Redbook Stereo",Classical,2.0
2881,['Wolfgang Amadeus Mozart'],[26350],0.628,0.254,0.585,138.563,-13.594,1,10,0.962,0.803,0.0918,0.0433,0,421053,0,1948,1948,"Quintet No. 6 in E-Flat Major for Strings, K. **** I. Allegro di molto",Classical,2.0
36971,['Glenn Gould'],[803752],0.548,0.177,0.496,128.294,-17.2,0,0,0.996,0.905,0.11,0.0495,0,147267,6,1955,1955,"The Well-Tempered Clavier, Book ** BWV 870-893: Fugue No. 7 in E-Flat Major, BWV 876",Classical,2.0
57235,['Maria Callas'],[740576],0.272,0.073,0.0365,78.717,-16.596,0,2,0.976,7.06e-05,0.0778,0.0533,0,259533,10,1954,1954,"Verdi : La Traviata : Act * ""Dammi tu forza, o cielo... Amami Alfredo"" [Violetta, Annina, Alfredo]",Classical,2.0
3297,['Wolfgang Amadeus Mozart'],[26350],0.42,0.177,0.423,132.853,-14.224,1,9,0.948,0.491,0.169,0.0406,0,79505,0,1935,1935,"Mozart: Violin Concerto No. 5 in A Major, K. *** ""Turkish"": I. Allegro aperto",Classical,2.0
2968,['Wolfgang Amadeus Mozart'],[26350],0.25,0.11,0.231,68.302,-18.099,1,0,0.658,0.116,0.1,0.049,0,280440,0,1935,1935,"Mozart: Eine kleine Nachtmusik, K. **** II. Romance (Andante)",Classical,2.0
68891,['Plácido Domingo'],[851639],0.122,0.185,0.0454,84.904,-16.07,1,2,0.97,0.0508,0.381,0.0424,0,195200,33,1982,1/1/1982,"Turandot / Act 3: ""Nessun dorma""",Classical,2.0
53137,['Leonard Bernstein'],[239859],0.0765,0.0957,0.0764,78.728,-35.379,1,7,0.755,0.321,0.721,0.057,0,43013,7,1961,1961,"Symphonic Dances (From ""West Side Story""): VI. Meeting Scene (Meno mosso)",Classical,2.0
38408,['György Kurtág'],[1589],0.457,0.0252,0.168,74.137,-35.116,1,3,0.996,0.875,0.0975,0.0621,0,138840,49,1997,8/11/1997,"Gottes Zeit ist die allerbeste Zeit, Sonatina az ""Actus tragicus""-ból, BWV ***",Classical,2.0
53296,['Leonard Bernstein'],[239859],0.0629,0.0295,0.0373,65.926,-26.76,1,1,0.923,0.899,0.187,0.0423,0,882707,32,1962,1962,"Symphony No. 9 in E Minor, Op. 95, B. *** ""From the New World"": II. Largo",Classical,2.0
36778,['Giuseppe di Stefano'],[731975],0.208,0.198,0.0813,176.744,-13.253,1,2,0.983,0.000103,0.0782,0.0392,0,209160,0,1953,1953,"Donizetti: Lucia di Lammermoor, Act 3: ""Fra poco a me ricovero darà negletto avello"" (Edgardo)",Classical,2.0
53004,['Leonard Bernstein'],[239859],0.492,0.319,0.314,106.195,-12.821,0,7,0.881,0.911,0.206,0.0387,0,170333,0,1950,1950,Fancy Free - Ballet: I. Enter ***** Sailors,Classical,2.0
48324,['Julian Bream'],[151666],0.421,0.169,0.252,123.045,-20.381,0,4,0.981,0.887,0.0848,0.0433,0,261000,14,1957,1/1/1957,5 Preludes: No. * In E Minor,Classical,2.0
68569,['Pierre Boulez'],[795288],0.561,0.49,0.175,135.32,-12.012,0,5,0.904,0.35,0.124,0.0758,0,91947,0,1948,1948,"Le sacre du printemps ***** version): Pt. * ""The Sacrifice"", Glorification of the Chosen One",Classical,2.0
36777,['Giuseppe di Stefano'],[731975],0.145,0.0647,0.0694,84.429,-25.81,0,11,0.968,0.0232,0.0946,0.0414,0,244440,5,1953,1953,"Puccini: Tosca, Act 3 Scene ** ""Mario Cavaradossi? A voi."" (Carceriere, Cavaradossi)",Classical,2.0
68568,['Pierre Boulez'],[795288],0.316,0.662,0.117,142.791,-14.497,0,10,0.711,0.944,0.0892,0.0403,0,80280,0,1948,1948,"Le sacre du printemps ***** version): Pt. * ""Adoration of the Earth"", Dance of the Earth",Classical,2.0
53097,['Leonard Bernstein'],[239859],0.71,0.386,0.615,114.678,-11.824,1,10,0.9,0.932,0.0357,0.0506,0,163762,0,1947,1947,"The Soldier's Tale, Suite No. ** III. *********",Classical,2.0
3506,['Wolfgang Amadeus Mozart'],[26350],0.386,0.0738,0.172,142.499,-19.369,1,2,0.839,0.947,0.155,0.0433,0,251200,60,2004,2004,"Le Nozze di Figaro, K. **** Sinfonia",Classical,2.0
2832,['Wolfgang Amadeus Mozart'],[26350],0.176,0.0709,0.15,76.674,-22.744,1,0,0.91,0.874,0.115,0.0442,0,586400,45,1994,10/7/1994,"String Quintet No. 3 in C Major, K. **** I. Allegro",Classical,2.0
37134,['Glenn Gould'],[803752],0.268,0.389,0.944,87.227,-14.714,1,7,0.967,0.867,0.204,0.0403,0,48840,0,1945,1945,"Goldberg Variations, BWV 988: Variation 30. Quodlibet. a * Clav. - **** Version",Classical,2.0
68435,['Philip Glass'],[849672],0.542,0.566,0.754,94.601,-11.721,1,3,0.701,0.0113,0.172,0.0293,0,364573,27,1982,1982,*********** IV. Rubric,Classical,2.0
37118,['Glenn Gould'],[803752],0.292,0.117,0.281,137.66,-19.02,0,2,0.975,0.161,0.126,0.0341,0,173600,11,1962,1962,"The Art of the Fugue, BWV ***** Contrapunctus V - Remastered",Classical,2.0
53375,['Leonard Bernstein'],[239859],0.465,0.285,0.546,85.383,-16.848,1,0,0.949,0.0189,0.486,0.0885,0,261933,0,1950,1950,"Trouble in Tahiti - An Opera in Seven Scenes: Scene V:""There's a law""",Classical,2.0
53392,['Leonard Bernstein'],[239859],0.156,0.0894,0.0292,107.871,-19.96,0,10,0.91,0.896,0.0902,0.0457,0,594973,1,1935,1935,"Adagio for Strings, Op. **",Classical,2.0
3093,['Wolfgang Amadeus Mozart'],[26350],0.231,0.0383,0.0359,74.356,-20.759,0,2,0.994,0.873,0.101,0.0375,0,139867,22,1984,1/1/1984,"Requiem, K. **** Confutatis",Classical,2.0
37094,['Glenn Gould'],[803752],0.212,0.0906,0.285,78.954,-25.605,1,10,0.994,0.868,0.07,0.0527,0,188973,13,1960,1960,"******* No. * in B-Flat Major, BWV **** IV. Sarabande - Remastered",Classical,2.0
36937,['Glenn Gould'],[803752],0.333,0.351,0.889,105.345,-18.12,1,9,0.987,0.856,0.141,0.0421,0,249213,16,1957,1957,"Fugue in A Major on a theme by Tomaso Albinoni, BWV 950",Classical,2.0
7709,['André Previn'],[30250],0.227,0.154,0.364,94.658,-17.569,1,10,0.963,0.837,0.105,0.0393,0,298507,25,1974,1/1/1974,"Tchaikovsky: The Sleeping Beauty, Op. 66, Act I ""The Spell"": No. 6, Waltz",Classical,2.0
3509,['Wolfgang Amadeus Mozart'],[26350],0.452,0.0523,0.18,79.161,-27.557,1,9,0.994,0.922,0.1,0.0547,0,336693,1,1941,1941,"Piano Sonata No. ** in D Major, K. 576: II. Adagio",Classical,2.0
3497,['Wolfgang Amadeus Mozart'],[26350],0.0666,0.14,0.0369,74.234,-18.812,0,2,0.97,0.958,0.0829,0.0417,0,208507,20,1962,1/1/1962,"Requiem In D Minor, ****** 3. Sequentia: Lacrimosa",Classical,2.0
3523,['Wolfgang Amadeus Mozart'],[26350],0.406,0.017,0.325,127.353,-18.937,1,9,0.985,0.0337,0.219,0.045,0,196013,0,1947,1947,"Symphony No. 35 in D Major, K. 385 ""Haffner"": III. Menuetto - Trio",Classical,2.0
2909,['Wolfgang Amadeus Mozart'],[26350],0.387,0.144,0.391,140.816,-23.357,1,7,0.949,0.457,0.171,0.0387,0,440507,47,1999,1/1/1999,"******** in D, ***** ""Haffner"": 4. Rondo (Allegro)",Classical,2.0
68429,['Philip Glass'],[849672],0.206,0.0367,0.0373,65.308,-26.213,1,10,0.68,0.967,0.112,0.0413,0,209840,42,1983,1/1/1983,Koyaanisqatsi,Classical,2.0
37040,['Glenn Gould'],[803752],0.266,0.342,0.257,84.574,-15.527,0,5,0.977,0.881,0.124,0.0423,0,434347,7,1956,1956,"Sonata No. ** in C Minor, Op. **** I. Maestoso - Allegro con brio ed ************ - Remastered",Classical,2.0
3652,['Wolfgang Amadeus Mozart'],[26350],0.188,0.0515,0.0739,77.969,-22.475,1,2,0.96,0.842,0.121,0.0375,0,270773,17,1958,1958,"Symphony No. 35 in D Major, K. 385 ""Haffner"": II. Andante",Classical,2.0
3088,['Wolfgang Amadeus Mozart'],[26350],0.404,0.236,0.433,124.41,-18.401,1,2,0.957,0.779,0.175,0.0395,0,489547,13,1962,1962,"Violin Concerto No. 4 in D Major, K. **** I. Allegro",Classical,2.0
37001,['Glenn Gould'],[803752],0.256,0.19,0.936,149.118,-25.277,0,9,0.99,0.88,0.106,0.039,0,47107,8,1956,1956,"** Inventions: No. ** in A Minor, BWV 784",Classical,2.0
3612,['Wolfgang Amadeus Mozart'],[26350],0.219,0.109,0.119,133.12,-19.573,1,5,0.974,0.387,0.136,0.0423,0,408080,0,1948,1948,"Symphony No. ** in C Major, K. *** ""Jupiter"": II. Andante cantabile",Classical,2.0
36918,['Glenn Gould'],[803752],0.395,0.135,0.405,176.321,-26.306,0,7,0.995,0.929,0.124,0.0641,0,180360,18,1957,1957,"Fantasy in G minor, BWV ***",Classical,2.0
3114,['Wolfgang Amadeus Mozart'],[26350],0.424,0.282,0.492,84.193,-17.223,1,0,0.989,0.907,0.354,0.0358,0,388240,0,1952,1952,"Piano Concerto No. ** in C Major, K. 467 ""Elvira Madigan"": III. Allegro vivace *****",Classical,2.0
37159,['Glenn Gould'],[803752],0.293,0.18,0.534,176.821,-26.502,1,7,0.993,0.93,0.158,0.0876,0,46413,20,1956,1956,"Goldberg Variations, BWV 988: Variation ** - Canone alla Sesta a * Clav.",Classical,2.0
