,artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored),genre,genre_id
1075,['Dick Gregory'],[211197],0.603,0.564,0.624,116.457,-13.167,1,2,0.942,3.82e-06,0.576,0.934,0,200320,4,1961,1961,Not Poor -- Just Busted,Comedy/Spoken,4.0
72024,['Richard Pryor'],[295415],0.463,0.847,0.268,110.84,-12.477,1,2,0.86,3.18e-05,0.936,0.936,1,130000,27,1975,1975,Wino Dealing with Dracula - Remastered Version,Comedy/Spoken,4.0
61707,['Mitch Hedberg'],[898946],0.498,0.917,0.256,78.283,-10.434,1,3,0.768,0.0,0.864,0.947,0,66787,40,2003,12/9/2003,"Not Track Five, Not Chainsaw Juggler",Comedy/Spoken,4.0
20849,['Christian Finnegan'],[914671],0.591,0.688,0.549,111.929,-10.282,1,1,0.847,0.0,0.951,0.913,0,348347,44,2006,10/24/2006,****** People (And A Perfectly Good Font Joke),Comedy/Spoken,4.0
61709,['Mitch Hedberg'],[898946],0.473,0.941,0.182,82.672,-10.66,1,2,0.791,0.0,0.732,0.945,0,113280,37,2003,12/9/2003,Teeth,Comedy/Spoken,4.0
73686,['Rudy Ray Moore'],[364861],0.594,0.534,0.588,91.592,-13.184,1,5,0.916,0.0,0.792,0.957,1,137857,9,1964,1964,The Songs and Humor: Harelip Kid,Comedy/Spoken,4.0
1300,['Jack Kerouac'],[120487],0.473,0.0629,0.528,82.828,-26.743,0,2,0.969,5.39e-05,0.099,0.423,0,47400,14,1959,1959,One ****** (with Steve Allen),Comedy/Spoken,4.0
43021,['Jerry Lewis'],[278559],0.535,0.433,0.491,87.87,-8.401,1,7,0.457,0.0,0.114,0.0331,0,156067,40,1956,1/1/1956,Rock-A-Bye Your Baby With A Dixie Melody,Comedy/Spoken,4.0
15171,['Bob Newhart'],[67561],0.447,0.85,0.21,134.304,-14.257,1,11,0.943,0.000116,0.806,0.917,0,314467,12,1960,1960,********** and a Private in Washington's Army,Comedy/Spoken,4.0
11917,['Bill Cosby'],[70534],0.525,0.679,0.631,106.642,-13.695,0,7,0.94,0.0,0.883,0.925,0,230360,14,1965,1965,Driving in San Francisco,Comedy/Spoken,4.0
16738,['Brian Regan'],[615937],0.536,0.49,0.309,93.271,-14.237,1,5,0.821,1.53e-05,0.933,0.89,0,175440,33,1997,10/28/1997,Horns & Windshields,Comedy/Spoken,4.0
43020,['Jerry Lewis'],[278559],0.445,0.184,0.381,184.386,-12.326,1,2,0.824,0.0,0.0433,0.0556,0,200800,4,1956,1/1/1956,Birth Of The *****,Comedy/Spoken,4.0
1314,['Jack Kerouac'],[120487],0.687,0.194,0.377,128.173,-17.901,1,5,0.99,2.91e-05,0.115,0.403,0,64373,17,1959,1959,Deadbelly (with Steve Allen),Comedy/Spoken,4.0
23157,['Dane Cook'],[674417],0.573,0.96,0.594,84.975,-3.39,1,7,0.823,0.0,0.972,0.879,1,109000,41,2009,5/19/2009,**** ***,Comedy/Spoken,4.0
1315,['Jack Kerouac'],[120487],0.684,0.217,0.533,78.715,-16.702,1,6,0.983,7.97e-06,0.123,0.517,0,103107,16,1959,1959,Goofing at the Table (with Steve Allen),Comedy/Spoken,4.0
1305,['Jack Kerouac'],[120487],0.754,0.303,0.66,118.15,-14.455,1,0,0.957,0.000607,0.266,0.152,0,30040,13,1959,1959,Dave Brubeck (with Steve Allen),Comedy/Spoken,4.0
1308,['Jack Kerouac'],[120487],0.714,0.133,0.427,126.071,-15.762,1,0,0.905,0.0,0.206,0.554,0,849000,9,1959,1959,"Poems from the *********** ""Book of ******",Comedy/Spoken,4.0
11911,['Bill Cosby'],[70534],0.671,0.271,0.685,49.893,-16.761,1,9,0.914,0.0,0.738,0.936,0,73147,13,1964,1964,T.V. ********,Comedy/Spoken,4.0
11923,['Bill Cosby'],[70534],0.563,0.468,0.633,149.453,-15.112,1,3,0.953,0.0,0.738,0.952,0,187067,10,1964,1964,The Lone Ranger,Comedy/Spoken,4.0
28794,['Eddie Murphy'],[142208],0.565,0.354,0.489,93.591,-22.378,1,1,0.804,0.0,0.926,0.929,1,244707,21,1982,1982,Drinking *******,Comedy/Spoken,4.0
77738,['Spinal Tap'],[12654],0.384,0.467,0.258,119.535,-13.643,1,9,0.432,0.0124,0.636,0.0439,0,274973,35,1984,1/1/1984,Stonehenge,Comedy/Spoken,4.0
1316,['Jack Kerouac'],[120487],0.661,0.0444,0.213,133.552,-18.359,1,10,0.899,0.000433,0.14,0.214,0,599707,15,1959,1959,American Haikus,Comedy/Spoken,4.0
43025,['Jerry Lewis'],[278559],0.508,0.559,0.933,185.797,-8.133,0,0,0.744,0.0,0.0783,0.0861,0,103773,9,1956,1/1/1956,I'm Sitting On Top Of The World,Comedy/Spoken,4.0
35813,['George Carlin'],[639005],0.666,0.749,0.416,87.704,-13.519,1,1,0.708,0.0,0.868,0.944,1,231827,27,1990,11/20/1990,**** Can Be Funny,Comedy/Spoken,4.0
72830,['Robin Williams'],[287860],0.625,0.446,0.187,100.808,-22.411,1,1,0.763,0.0,0.962,0.942,1,81014,20,1983,1/1/1983,Nicholson,Comedy/Spoken,4.0
92444,['Tom Lehrer'],[611877],0.653,0.233,0.486,128.796,-13.825,1,5,0.979,0.0,0.131,0.324,0,126453,10,1959,1/1/1959,Bright College Days,Comedy/Spoken,4.0
15179,['Bob Newhart'],[67561],0.519,0.843,0.423,100.141,-10.673,0,5,0.964,0.0,0.867,0.825,0,70000,7,1961,1961,Herb Philbrick - Counter Spy,Comedy/Spoken,4.0
11913,['Bill Cosby'],[70534],0.484,0.62,0.656,94.517,-14.553,0,7,0.946,0.0,0.786,0.933,0,458933,15,1965,1965,$75 Car,Comedy/Spoken,4.0
33298,['Flight of the Conchords'],[513813],0.864,0.523,0.695,139.996,-9.86,0,9,0.414,1.26e-05,0.121,0.0702,0,223360,46,2008,4/22/2008,Robots,Comedy/Spoken,4.0
73688,['Rudy Ray Moore'],[364861],0.618,0.376,0.481,98.264,-15.207,0,10,0.94,0.0,0.397,0.945,1,281275,9,1964,1964,Who Done It?: Beatniks,Comedy/Spoken,4.0
78809,['Steven Wright'],[47246],0.486,0.931,0.0563,63.953,-12.188,1,1,0.8,0.0,0.687,0.935,0,282773,29,1985,1985,Ants,Comedy/Spoken,4.0
11939,['Bill Cosby'],[70534],0.513,0.844,0.512,70.873,-6.72,1,10,0.736,0.0,0.945,0.732,0,106733,16,1968,1968,The Apple,Comedy/Spoken,4.0
19936,['Cheech & Chong'],[106298],0.619,0.659,0.731,121.679,-11.89,1,0,0.265,0.0,0.163,0.0491,0,292827,27,1985,1985,Born In East L.A.,Comedy/Spoken,4.0
72037,['Richard Pryor'],[295415],0.51,0.685,0.32,114.478,-14.742,0,8,0.933,7.39e-05,0.715,0.934,1,324227,29,1975,1975,**** WIth a Seizure - Remastered Version,Comedy/Spoken,4.0
35811,['George Carlin'],[639005],0.458,0.834,0.139,57.15,-13.217,1,6,0.798,0.0,0.76,0.89,1,150133,28,1990,11/20/1990,**** People Are ****,Comedy/Spoken,4.0
78664,['Steve Martin'],[43444],0.427,0.354,0.157,122.477,-16.576,1,4,0.578,0.0,0.335,0.117,0,172107,45,1998,1/1/1998,Playing With The Big Boys - The Prince Of Egypt/Soundtrack Version,Comedy/Spoken,4.0
11904,['Bill Cosby'],[70534],0.508,0.67,0.574,107.684,-13.764,1,6,0.784,0.0,0.865,0.908,0,80640,16,1964,1964,Street ********,Comedy/Spoken,4.0
11905,['Bill Cosby'],[70534],0.517,0.535,0.603,128.231,-14.993,0,7,0.958,0.0,0.817,0.909,0,494507,18,1965,1965,Kindergarten,Comedy/Spoken,4.0
11934,['Bill Cosby'],[70534],0.646,0.445,0.779,60.037,-15.353,1,0,0.937,0.0,0.754,0.948,0,46867,9,1964,1964,Half Man,Comedy/Spoken,4.0
73013,['Rodney Dangerfield'],[245292],0.498,0.736,0.242,83.932,-14.779,1,5,0.812,0.0,0.565,0.95,1,1171360,23,1980,1/1/1980,No Respect,Comedy/Spoken,4.0
72031,['Richard Pryor'],[295415],0.42,0.775,0.319,81.993,-13.291,1,2,0.792,2.61e-06,0.973,0.955,1,113267,22,1975,1975,Exorcist - Remastered Version,Comedy/Spoken,4.0
11919,['Bill Cosby'],[70534],0.513,0.63,0.1,97.098,-11.923,1,6,0.775,0.0,0.779,0.911,0,464693,24,1982,1/1/1982,Chocolate Cake For Breakfast,Comedy/Spoken,4.0
92471,['Tom Lehrer'],[611877],0.555,0.572,0.571,122.268,-16.13,1,0,0.954,2e-06,0.723,0.782,0,138853,16,1959,1/1/1959,The Elements (Music By Sir Arthur Sullivan),Comedy/Spoken,4.0
1306,['Jack Kerouac'],[120487],0.615,0.0121,0.246,110.75,-28.04,1,5,0.942,0.0,0.0853,0.206,0,133960,9,1959,1959,Hard Hearted Old Farmer,Comedy/Spoken,4.0
81653,['The Smothers Brothers'],[899198],0.472,0.0711,0.368,113.136,-20.641,1,3,0.748,0.0,0.177,0.0327,0,220733,6,1962,1962,The Four Winds And The Seven Seas,Comedy/Spoken,4.0
94984,['Victor Borge'],[203804],0.362,0.834,0.0339,85.228,-17.247,1,7,0.861,8.7e-05,0.821,0.884,0,1581160,7,1953,1953,"Comedy in Music, Part I - Voice",Comedy/Spoken,4.0
43014,['Jerry Lewis'],[278559],0.578,0.32,0.78,142.578,-9.634,1,3,0.68,0.0,0.0274,0.04,0,136933,7,1956,1/1/1956,Shine On Your Shoes,Comedy/Spoken,4.0
92207,['Tiny Tim'],[603980],0.186,0.195,0.337,78.435,-19.85,1,3,0.891,0.0155,0.111,0.0345,0,203293,21,1968,1968,Strawberry Tea,Comedy/Spoken,4.0
59238,['Mel Brooks'],[342833],0.627,0.334,0.711,73.273,-17.939,0,9,0.919,0.0,0.101,0.958,0,147880,21,1972,1972,Boy Meets ****,Comedy/Spoken,4.0
77735,['Spinal Tap'],[12654],0.665,0.437,0.737,113.37,-13.059,1,0,0.0762,0.0116,0.119,0.0335,0,212360,37,1984,1/1/1984,Big Bottom,Comedy/Spoken,4.0
92450,['Tom Lehrer'],[611877],0.586,0.481,0.769,111.559,-13.388,1,5,0.892,0.0,0.865,0.891,0,327347,15,1965,1/1/1965,Alma,Comedy/Spoken,4.0
73680,['Rudy Ray Moore'],[364861],0.667,0.526,0.614,99.355,-9.356,1,9,0.984,0.00195,0.669,0.883,0,124320,9,1959,1959,The New President - The Lady Speaker,Comedy/Spoken,4.0
43018,['Jerry Lewis'],[278559],0.293,0.102,0.134,132.626,-17.104,0,8,0.845,1.45e-05,0.366,0.0368,0,226467,6,1956,1/1/1956,How Long Has This Been Going On?,Comedy/Spoken,4.0
92449,['Tom Lehrer'],[611877],0.497,0.518,0.145,94.198,-21.175,0,1,0.893,0.0,0.713,0.95,0,207827,9,1960,1/1/1960,Introduction,Comedy/Spoken,4.0
72801,['Robin Williams'],[287860],0.663,0.345,0.51,82.852,-22.862,0,10,0.861,1.68e-06,0.955,0.919,1,103909,24,1979,1/1/1979,Kindergarten Of The Stars,Comedy/Spoken,4.0
92457,['Tom Lehrer'],[611877],0.592,0.333,0.436,80.145,-19.788,0,9,0.882,0.0,0.724,0.916,0,259853,20,1960,1/1/1960,Lobachevsky,Comedy/Spoken,4.0
11920,['Bill Cosby'],[70534],0.627,0.778,0.094,114.387,-12.088,1,0,0.829,0.0,0.844,0.945,0,261400,24,1982,1/1/1982,Brain Damage,Comedy/Spoken,4.0
1311,['Jack Kerouac'],[120487],0.568,0.225,0.584,70.672,-17.924,1,1,0.982,3.21e-05,0.15,0.527,0,427800,32,1959,1959,October in the Railroad Earth (with Steve Allen),Comedy/Spoken,4.0
92462,['Tom Lehrer'],[611877],0.46,0.575,0.83,174.122,-13.058,1,7,0.91,0.0,0.709,0.929,0,106600,26,1965,1/1/1965,Wernher Von Braun,Comedy/Spoken,4.0
11930,['Bill Cosby'],[70534],0.566,0.29,0.727,85.846,-18.346,0,10,0.917,0.0,0.723,0.941,0,148373,10,1964,1964,The Giant,Comedy/Spoken,4.0
81652,['The Smothers Brothers'],[899198],0.481,0.725,0.882,92.538,-18.729,1,0,0.664,0.0,0.839,0.927,0,40827,5,1962,1962,I Don't Care,Comedy/Spoken,4.0
77734,['Spinal Tap'],[12654],0.456,0.609,0.749,115.383,-11.462,1,9,0.00424,5.03e-05,0.58,0.038,0,187667,25,1984,1/1/1984,**** Hole,Comedy/Spoken,4.0
72807,['Robin Williams'],[287860],0.72,0.251,0.645,116.47,-17.13,1,9,0.883,0.0,0.255,0.909,0,129000,35,1988,8/1/1988,Adrian Cronauer - Pt. *,Comedy/Spoken,4.0
92463,['Tom Lehrer'],[611877],0.621,0.61,0.86,111.189,-10.861,1,0,0.837,0.0,0.726,0.523,0,134333,25,1965,1/1/1965,The Vatican Rag,Comedy/Spoken,4.0
33299,['Flight of the Conchords'],[513813],0.736,0.668,0.785,148.963,-8.842,1,2,0.408,8.81e-06,0.111,0.116,0,206840,45,2009,10/20/2009,Carol *****,Comedy/Spoken,4.0
92448,['Tom Lehrer'],[611877],0.555,0.282,0.457,110.6,-13.313,1,2,0.973,1.94e-06,0.0948,0.0639,0,248387,9,1959,1/1/1959,In Old Mexico,Comedy/Spoken,4.0
5718,['Adam Sandler'],[500612],0.356,0.503,0.331,88.816,-8.937,1,9,0.766,2.51e-06,0.871,0.0734,0,223947,35,1996,2/9/1996,Chanukah Song - The,Comedy/Spoken,4.0
28790,['Eddie Murphy'],[142208],0.46,0.358,0.352,98.156,-23.64,1,6,0.805,0.0,0.971,0.908,1,153133,22,1982,1982,Black Movie Theaters,Comedy/Spoken,4.0
86980,['The Lonely Island'],[1036613],0.604,0.819,0.676,73.07,-4.224,0,4,0.0332,0.0,0.132,0.447,1,106813,53,2009,2009,Like A Boss,Comedy/Spoken,4.0
86979,['The Lonely Island'],[1036613],0.641,0.87,0.199,122.016,-7.175,1,7,0.000468,1.4e-05,0.618,0.213,1,151347,55,2009,2009,**** In My Pants,Comedy/Spoken,4.0
78813,['Steven Wright'],[47246],0.399,0.995,0.0303,128.39,-9.029,1,6,0.889,0.0,0.752,0.878,0,245840,40,2007,9/25/2007,This Woman I Met,Comedy/Spoken,4.0
92489,['Tom Lehrer'],[611877],0.567,0.508,0.762,120.719,-17.013,1,0,0.899,0.0,0.917,0.922,0,119013,10,1960,1/1/1960,The Hunting Song,Comedy/Spoken,4.0
11927,['Bill Cosby'],[70534],0.55,0.701,0.53,63.199,-12.25,0,5,0.916,0.0,0.77,0.934,0,105600,11,1963,1963,Hoof and Mouth,Comedy/Spoken,4.0
1313,['Jack Kerouac'],[120487],0.689,0.247,0.501,65.194,-17.59,1,1,0.975,1.54e-06,0.124,0.874,0,197440,19,1959,1959,Sounds of the Universe Coming in My Window (with Steve Allen),Comedy/Spoken,4.0
43024,['Jerry Lewis'],[278559],0.354,0.329,0.612,78.712,-8.24,0,4,0.473,0.0,0.0503,0.0332,0,172200,11,1956,1/1/1956,Come Rain Or Come Shine,Comedy/Spoken,4.0
15178,['Bob Newhart'],[67561],0.443,0.848,0.343,92.911,-14.273,1,11,0.831,0.0,0.724,0.842,0,97360,9,1960,1960,An Infinite Number of Monkeys,Comedy/Spoken,4.0
11909,['Bill Cosby'],[70534],0.709,0.595,0.446,118.514,-18.71,1,1,0.674,0.000274,0.707,0.568,0,113360,13,1964,1964,Ralph Jameson,Comedy/Spoken,4.0
19939,['Cheech & Chong'],[106298],0.527,0.814,0.465,148.064,-8.791,1,9,0.00408,7.77e-05,0.218,0.0375,0,185200,25,1978,1978,Rock Fight,Comedy/Spoken,4.0
81655,['The Smothers Brothers'],[899198],0.53,0.326,0.665,134.855,-20.195,1,2,0.786,0.0,0.985,0.863,0,168187,12,1962,1962,Chocolate,Comedy/Spoken,4.0
72805,['Robin Williams'],[287860],0.6,0.831,0.204,103.99,-12.03,1,6,0.909,0.0,0.833,0.954,0,327867,26,1986,4/11/1986,Alcohol - Live,Comedy/Spoken,4.0
78814,['Steven Wright'],[47246],0.389,0.97,0.0688,145.489,-11.208,0,10,0.839,1.55e-06,0.87,0.92,0,148707,22,1985,1985,Ice,Comedy/Spoken,4.0
28797,['Eddie Murphy'],[142208],0.875,0.693,0.677,116.508,-11.9,0,4,0.257,0.0011,0.0913,0.191,0,250133,30,1982,1982,Boogie in Your Butt,Comedy/Spoken,4.0
28788,['Eddie Murphy'],[142208],0.379,0.869,0.347,109.951,-11.367,0,1,0.831,0.0,0.984,0.697,1,204840,24,1982,1982,Ice Cream Man,Comedy/Spoken,4.0
92480,['Tom Lehrer'],[611877],0.565,0.557,0.738,126.315,-17.418,1,0,0.912,6.32e-06,0.535,0.934,0,159973,13,1960,1/1/1960,Be Prepared,Comedy/Spoken,4.0
72029,['Richard Pryor'],[295415],0.559,0.74,0.248,61.793,-13.591,0,9,0.824,0.0,0.863,0.95,1,150307,23,1975,1975,Have Your **** Home by ***** - Remastered Version,Comedy/Spoken,4.0
72798,['Robin Williams'],[287860],0.509,0.973,0.0389,77.81,-9.552,0,6,0.93,0.0,0.841,0.914,0,118427,27,1986,4/11/1986,Opening - Live,Comedy/Spoken,4.0
61708,['Mitch Hedberg'],[898946],0.511,0.93,0.209,132.05,-9.501,1,2,0.937,3.02e-06,0.949,0.95,1,220093,41,2008,9/9/2008,The Improv Fairy Tale,Comedy/Spoken,4.0
19938,['Cheech & Chong'],[106298],0.704,0.808,0.855,124.46,-4.546,1,10,0.532,0.0,0.317,0.44,0,166920,26,1978,1978,Framed,Comedy/Spoken,4.0
28787,['Eddie Murphy'],[142208],0.507,0.952,0.414,139.226,-9.386,1,11,0.938,0.0,0.967,0.92,1,106200,24,1982,1982,The Barbecue,Comedy/Spoken,4.0
15176,['Bob Newhart'],[67561],0.495,0.918,0.31,102.562,-10.17,1,6,0.961,0.0,0.914,0.908,0,475293,8,1961,1961,The African Movie,Comedy/Spoken,4.0
92490,['Tom Lehrer'],[611877],0.627,0.658,0.894,63.631,-11.671,1,5,0.837,0.0,0.722,0.912,0,105960,18,1965,1/1/1965,Send The Marines,Comedy/Spoken,4.0
25330,['Denis Leary'],[238245],0.378,0.664,0.649,172.866,-10.652,1,2,0.554,0.0,0.154,0.249,0,266173,48,1993,1/1/1993,****,Comedy/Spoken,4.0
72833,['Robin Williams'],[287860],0.59,0.47,0.145,110.127,-21.012,0,8,0.875,0.0,0.971,0.927,1,231265,20,1983,1/1/1983,Christopher,Comedy/Spoken,4.0
78815,['Steven Wright'],[47246],0.39,0.89,0.159,90.765,-10.397,1,0,0.73,1.44e-06,0.362,0.887,0,290613,22,1985,1985,Rachel,Comedy/Spoken,4.0
92455,['Tom Lehrer'],[611877],0.422,0.309,0.587,85.266,-18.206,1,5,0.942,0.0,0.963,0.494,0,115120,21,1960,1/1/1960,I Hold Your **** In Mine,Comedy/Spoken,4.0
78811,['Steven Wright'],[47246],0.387,0.948,0.0388,82.07,-11.635,1,2,0.83,1.94e-06,0.86,0.919,0,207880,25,1985,1985,*** Stay,Comedy/Spoken,4.0
78810,['Steven Wright'],[47246],0.37,0.942,0.0456,145.389,-11.139,1,1,0.811,3e-06,0.908,0.916,0,254920,26,1985,1985,Introduction,Comedy/Spoken,4.0
5716,['Adam Sandler'],[500612],0.405,0.558,0.433,85.891,-10.194,0,8,0.699,0.0,0.659,0.465,0,303040,34,1993,9/24/1993,Lunchlady Land,Comedy/Spoken,4.0
43015,['Jerry Lewis'],[278559],0.683,0.456,0.904,79.303,-9.624,0,8,0.543,0.0,0.343,0.032,0,137067,7,1956,1/1/1956,********* I'm Happy,Comedy/Spoken,4.0
43016,['Jerry Lewis'],[278559],0.576,0.328,0.706,79.834,-11.015,1,3,0.557,0.0,0.0743,0.0336,0,177827,7,1956,1/1/1956,Get Happy,Comedy/Spoken,4.0
15175,['Bob Newhart'],[67561],0.512,0.866,0.294,121.782,-10.12,0,3,0.957,0.0,0.883,0.903,0,412200,8,1961,1961,The Seven Lost Cities of the Incas,Comedy/Spoken,4.0
1298,['Jack Kerouac'],[120487],0.556,0.137,0.432,144.175,-24.019,0,0,0.922,4.23e-06,0.185,0.369,0,96373,15,1959,1959,The Moon Her Majesty (with Steve Allen),Comedy/Spoken,4.0
11932,['Bill Cosby'],[70534],0.551,0.604,0.344,124.325,-12.264,1,6,0.949,0.0,0.721,0.936,0,906707,13,1966,1966,Tonsils,Comedy/Spoken,4.0
1317,['Jack Kerouac'],[120487],0.597,0.151,0.424,83.949,-20.435,0,5,0.958,0.0,0.155,0.568,0,232773,15,1959,1959,Bowery ***** (with Steve Allen),Comedy/Spoken,4.0
92477,['Tom Lehrer'],[611877],0.491,0.507,0.457,88.701,-13.84,1,5,0.915,0.0,0.816,0.931,0,330707,14,1959,1/1/1959,We Will All Go Together When We Go,Comedy/Spoken,4.0
16744,['Brian Regan'],[615937],0.538,0.444,0.334,82.715,-15.407,1,7,0.826,0.0,0.946,0.903,0,400733,42,1997,10/28/1997,Lousy In Little League,Comedy/Spoken,4.0
86978,['The Lonely Island'],[1036613],0.761,0.871,0.828,134.145,-4.088,1,1,0.0459,0.0,0.0658,0.324,0,159000,47,2011,1/1/2011,The Creep,Comedy/Spoken,4.0
92483,['Tom Lehrer'],[611877],0.555,0.346,0.394,129.224,-19.16,1,2,0.917,0.0,0.802,0.899,0,171573,12,1960,1/1/1960,"Fight Fiercely, Harvard",Comedy/Spoken,4.0
43023,['Jerry Lewis'],[278559],0.226,0.178,0.0989,70.726,-13.551,1,5,0.864,8.81e-06,0.358,0.0315,0,202173,9,1956,1/1/1956,By Myself,Comedy/Spoken,4.0
72819,['Robin Williams'],[287860],0.496,0.873,0.186,69.595,-11.872,1,7,0.882,0.0,0.94,0.958,0,254547,24,1986,4/11/1986,Childbirth - Live,Comedy/Spoken,4.0
94982,['Victor Borge'],[203804],0.536,0.381,0.0375,90.109,-20.914,1,8,0.761,0.0,0.876,0.831,0,351533,0,1955,4/11/1955,Phonetic Punctuation,Comedy/Spoken,4.0
72825,['Robin Williams'],[287860],0.634,0.84,0.189,113.763,-11.473,1,1,0.78,0.0,0.973,0.925,1,128320,23,1986,4/11/1986,Pregnancy - Live,Comedy/Spoken,4.0
16739,['Brian Regan'],[615937],0.561,0.64,0.496,93.148,-13.327,1,5,0.85,6.33e-06,0.927,0.872,0,102800,33,1997,10/28/1997,Monster Truck Drivers,Comedy/Spoken,4.0
23233,['Daniel Tosh'],[1453090],0.571,0.818,0.286,83.453,-10.146,1,1,0.804,0.0,0.902,0.948,0,501627,39,2005,11/8/2005,America The Augmented,Comedy/Spoken,4.0
92479,['Tom Lehrer'],[611877],0.487,0.228,0.529,75.821,-14.222,1,0,0.982,0.0,0.17,0.0928,0,108813,14,1959,1/1/1959,***** My ****,Comedy/Spoken,4.0
11940,['Bill Cosby'],[70534],0.52,0.78,0.152,108.327,-10.894,1,10,0.836,0.0,0.725,0.932,0,477040,20,1982,1/1/1982,Same Thing Happens Every *****,Comedy/Spoken,4.0
1312,['Jack Kerouac'],[120487],0.654,0.195,0.462,123.487,-18.748,1,5,0.99,0.0023,0.109,0.257,0,223267,20,1959,1959,Charlie Parker (with Steve Allen),Comedy/Spoken,4.0
11924,['Bill Cosby'],[70534],0.446,0.736,0.22,77.607,-12.685,1,11,0.922,0.0,0.915,0.942,0,742400,14,1966,1966,Chicken Heart,Comedy/Spoken,4.0
72028,['Richard Pryor'],[295415],0.475,0.897,0.374,61.517,-12.322,1,1,0.757,0.000433,0.715,0.946,1,55133,23,1975,1975,Black Man / White Woman - Remastered,Comedy/Spoken,4.0
72829,['Robin Williams'],[287860],0.577,0.64,0.123,116.357,-21.889,0,11,0.831,0.00015,0.869,0.874,1,138606,20,1983,1/1/1983,Babies,Comedy/Spoken,4.0
47360,['Jonathan Winters'],[824219],0.559,0.338,0.738,134.877,-21.967,0,10,0.993,0.000949,0.74,0.903,0,362147,4,1960,1960,Hip Robin Hood,Comedy/Spoken,4.0
10901,['Bebe Neuwirth'],[792051],0.641,0.304,0.719,137.238,-12.75,1,5,0.752,0.0,0.322,0.489,0,374573,40,1997,1/27/1997,Cell Block Tango,Comedy/Spoken,4.0
73683,['Rudy Ray Moore'],[364861],0.584,0.425,0.56,108.58,-6.973,0,2,0.979,2.32e-05,0.817,0.251,0,117216,9,1962,1962,In the Army-the Beatnik Fairy,Comedy/Spoken,4.0
92461,['Tom Lehrer'],[611877],0.577,0.413,0.746,119.243,-17.626,1,10,0.903,0.0,0.71,0.883,0,176120,17,1960,1/1/1960,I Wanna Go Back To Dixie,Comedy/Spoken,4.0
92473,['Tom Lehrer'],[611877],0.519,0.458,0.498,110.804,-14.234,1,2,0.953,1.05e-06,0.936,0.775,0,395573,16,1959,1/1/1959,In Old Mexico,Comedy/Spoken,4.0
16735,['Brian Regan'],[615937],0.612,0.501,0.464,56.863,-13.787,1,6,0.8,3.21e-06,0.781,0.936,0,69240,38,1997,10/28/1997,Crank *****,Comedy/Spoken,4.0
10902,['Bebe Neuwirth'],[792051],0.501,0.0877,0.29,97.935,-16.34,1,0,0.778,0.0,0.225,0.0341,0,286533,2,1947,1947,"******** (from ""Chicago"")",Comedy/Spoken,4.0
86976,['The Lonely Island'],[1036613],0.638,0.924,0.519,169.948,-3.978,0,6,0.111,0.0,0.359,0.405,1,146867,46,2009,2009,Natalie's Rap,Comedy/Spoken,4.0
94985,['Victor Borge'],[203804],0.551,0.574,0.164,112.9,-15.504,1,2,0.909,1.08e-06,0.834,0.914,0,553773,6,1953,1953,A Mozart Opera by Borge - Voice,Comedy/Spoken,4.0
94986,['Victor Borge'],[203804],0.428,0.708,0.0367,75.309,-19.435,1,6,0.791,0.0,0.983,0.937,0,371840,4,1953,1953,Family Background,Comedy/Spoken,4.0
72800,['Robin Williams'],[287860],0.513,0.331,0.616,79.248,-22.549,1,10,0.82,0.0,0.815,0.943,1,245522,24,1979,1/1/1979,Pop Goes The Weasel,Comedy/Spoken,4.0
92451,['Tom Lehrer'],[611877],0.536,0.533,0.81,117.675,-12.045,1,2,0.861,0.0,0.702,0.818,0,128573,15,1965,1/1/1965,George Murphy,Comedy/Spoken,4.0
72828,['Robin Williams'],[287860],0.526,0.711,0.198,51.678,-12.812,1,10,0.948,0.0,0.733,0.954,0,196880,22,1986,4/11/1986,...And the Future - Live,Comedy/Spoken,4.0
16736,['Brian Regan'],[615937],0.577,0.474,0.323,89.767,-14.456,1,5,0.795,0.0,0.726,0.894,0,391773,36,1997,10/28/1997,Big Family Stuff,Comedy/Spoken,4.0
35810,['George Carlin'],[639005],0.624,0.69,0.542,85.129,-13.651,1,1,0.744,0.0,0.791,0.947,1,445067,28,1990,11/20/1990,Feminist ****,Comedy/Spoken,4.0
81651,['The Smothers Brothers'],[899198],0.658,0.209,0.944,129.929,-19.202,1,4,0.788,0.0,0.223,0.0362,0,129853,6,1962,1962,Stella's Got A New Dress,Comedy/Spoken,4.0
94983,['Victor Borge'],[203804],0.471,0.599,0.0378,84.792,-18.474,1,11,0.707,1.21e-06,0.945,0.87,0,355427,7,1953,1953,Phonetic Punctuation - Voice,Comedy/Spoken,4.0
92460,['Tom Lehrer'],[611877],0.569,0.607,0.194,117.335,-15.267,1,7,0.944,0.0,0.901,0.903,0,223400,20,1959,1/1/1959,Oedipus Rex,Comedy/Spoken,4.0
72823,['Robin Williams'],[287860],0.617,0.869,0.125,61.2,-12.754,1,6,0.828,0.0,0.97,0.96,0,92773,23,1986,4/11/1986,Spring - Live,Comedy/Spoken,4.0
1076,['Dick Gregory'],[211197],0.561,0.526,0.67,154.069,-12.972,0,11,0.957,1.16e-05,0.54,0.945,0,138240,4,1961,1961,Thoughts on Outer *****,Comedy/Spoken,4.0
