,artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored),genre,genre_id
8409,"['Antonio Carlos Jobim', 'Frank Sinatra']","[781837, 792507]",0.4,0.329,0.412,118.754,-11.341,1,11,0.749,0.000113,0.135,0.0359,0,177640,30,1967,1967-03,This Happy Madness (Estrada Branca),Latin,11.0
8410,"['Antonio Carlos Jobim', 'Frank Sinatra']","[781837, 792507]",0.306,0.282,0.124,77.923,-11.567,1,10,0.827,0.0226,0.0779,0.0296,0,148960,30,1967,1967-03,Don’t Ever Go Away (Por Causa de Voce),Latin,11.0
8411,"['Antonio Carlos Jobim', 'Frank Sinatra']","[781837, 792507]",0.54,0.182,0.338,132.997,-17.065,1,5,0.886,0.000362,0.226,0.0383,0,197947,27,1967,3/1/1967,The **** From Ipanema,Latin,11.0
8412,"['Antonio Carlos Jobim', 'Frank Sinatra']","[781837, 792507]",0.319,0.213,0.262,108.252,-17.548,1,0,0.816,0.0523,0.108,0.0334,0,166280,23,1967,3/1/1967,Quiet ****** of Quiet Stars (Corcovado),Latin,11.0
8413,"['Antonio Carlos Jobim', 'Frank Sinatra']","[781837, 792507]",0.371,0.244,0.208,133.776,-16.917,1,7,0.834,0.00579,0.345,0.0385,0,161400,23,1967,3/1/1967,Change Partners,Latin,11.0
8414,"['Antonio Carlos Jobim', 'Frank Sinatra']","[781837, 792507]",0.472,0.228,0.565,130.747,-17.092,0,0,0.743,3.38e-05,0.108,0.0306,0,155040,22,1967,3/1/1967,"Baubles, ******* And Beads",Latin,11.0
8415,"['Antonio Carlos Jobim', 'Frank Sinatra']","[781837, 792507]",0.36,0.143,0.172,105.733,-17.528,0,7,0.866,0.00141,0.106,0.0294,0,173907,22,1967,3/1/1967,Meditation,Latin,11.0
8416,"['Antonio Carlos Jobim', 'Frank Sinatra']","[781837, 792507]",0.243,0.0917,0.164,75.378,-21.513,1,5,0.789,0.00685,0.204,0.0389,0,211093,23,1967,3/1/1967,Dindi,Latin,11.0
8417,"['Antonio Carlos Jobim', 'Frank Sinatra']","[781837, 792507]",0.438,0.285,0.243,130.199,-16.598,0,9,0.764,0.0125,0.148,0.0339,0,158480,21,1967,3/1/1967,I Concentrate On You,Latin,11.0
8418,"['Antonio Carlos Jobim', 'Frank Sinatra']","[781837, 792507]",0.356,0.13,0.225,105.337,-20.804,0,4,0.674,0.0776,0.135,0.0303,0,198520,22,1967,3/1/1967,How Insensitive (Insensatez),Latin,11.0
8419,"['Antonio Carlos Jobim', 'Frank Sinatra']","[781837, 792507]",0.541,0.321,0.549,133.531,-14.418,1,5,0.714,0.00345,0.101,0.0329,0,200360,60,1967,1967-03,The **** From Ipanema,Latin,11.0
8420,"['Antonio Carlos Jobim', 'Frank Sinatra']","[781837, 792507]",0.454,0.319,0.308,132.336,-14.334,1,7,0.7,0.00196,0.32,0.0337,0,163187,52,1967,1967-03,Change Partners,Latin,11.0
8421,"['Antonio Carlos Jobim', 'Frank Sinatra']","[781837, 792507]",0.388,0.255,0.25,107.426,-16.496,1,0,0.77,0.0737,0.0838,0.0332,0,165213,42,1967,1967-03,Quiet ****** of Quiet Stars (Corcovado),Latin,11.0
8422,"['Antonio Carlos Jobim', 'Frank Sinatra']","[781837, 792507]",0.553,0.333,0.47,116.523,-11.072,1,8,0.764,0.000986,0.145,0.0296,0,201560,40,1967,1967-03,Wave,Latin,11.0
8423,"['Antonio Carlos Jobim', 'Frank Sinatra']","[781837, 792507]",0.419,0.216,0.237,106.217,-18.034,0,4,0.51,0.0959,0.121,0.0301,0,198333,39,1967,1967-03,How Insensitive (Insensatez),Latin,11.0
8424,"['Antonio Carlos Jobim', 'Frank Sinatra']","[781837, 792507]",0.385,0.208,0.201,105.849,-15.34,0,7,0.867,0.0031,0.115,0.0284,0,175427,39,1967,1967-03,Meditation (Meditação),Latin,11.0
8425,"['Antonio Carlos Jobim', 'Frank Sinatra']","[781837, 792507]",0.538,0.327,0.766,131.283,-12.789,0,0,0.633,1.31e-05,0.108,0.0272,0,156293,36,1967,1967-03,"Baubles, ******* And Beads",Latin,11.0
8426,"['Antonio Carlos Jobim', 'Frank Sinatra']","[781837, 792507]",0.66,0.557,0.62,125.463,-10.925,1,9,0.702,0.0412,0.122,0.029,0,155440,39,1967,1967-03,Drinking Water (Aqua de Beber),Latin,11.0
8427,"['Antonio Carlos Jobim', 'Frank Sinatra']","[781837, 792507]",0.45,0.329,0.281,132.019,-14.732,1,5,0.738,0.0292,0.151,0.03,0,159440,36,1967,1967-03,I Concentrate On You,Latin,11.0
8428,"['Antonio Carlos Jobim', 'Frank Sinatra']","[781837, 792507]",0.601,0.418,0.701,139.203,-10.542,1,7,0.801,4.36e-05,0.117,0.0622,0,140987,36,1967,1967-03,One Note Samba (Samba de Uma Nota So),Latin,11.0
8429,"['Antonio Carlos Jobim', 'Frank Sinatra']","[781837, 792507]",0.598,0.343,0.423,133.09,-14.593,1,9,0.649,0.145,0.107,0.0303,0,161493,40,1967,1967-03,Triste,Latin,11.0
8430,"['Antonio Carlos Jobim', 'Frank Sinatra']","[781837, 792507]",0.339,0.191,0.205,77.304,-16.828,0,2,0.73,0.0722,0.261,0.0366,0,211907,36,1967,1967-03,Dindi,Latin,11.0
8431,"['Antonio Carlos Jobim', 'Frank Sinatra']","[781837, 792507]",0.252,0.162,0.138,182.475,-15.664,0,9,0.816,0.0498,0.099,0.0317,0,158920,34,1967,1967-03,Once I Loved (O Amor en Paz),Latin,11.0
8432,"['Antonio Carlos Jobim', 'Frank Sinatra']","[781837, 792507]",0.309,0.178,0.114,96.085,-16.756,1,0,0.786,0.000731,0.106,0.032,0,131587,34,1967,1967-03,If You Never Come To Me (Inútil Paisagen),Latin,11.0
8433,"['Antonio Carlos Jobim', 'Frank Sinatra']","[781837, 792507]",0.433,0.36,0.376,120.995,-10.624,1,11,0.772,4.67e-06,0.117,0.0346,0,189147,33,1967,1967-03,*** Key ************,Latin,11.0
8434,"['Antonio Carlos Jobim', 'Frank Sinatra']","[781837, 792507]",0.455,0.323,0.33,115.692,-13.903,0,2,0.781,0.158,0.147,0.0297,0,220253,32,1967,1967-03,Bonita,Latin,11.0
8435,"['Antonio Carlos Jobim', 'Vinícius de Moraes']","[781837, 219243]",0.221,0.269,0.169,80.475,-10.066,0,9,0.871,0.173,0.174,0.034,0,410933,17,1956,1/1/1956,Overture,Latin,11.0
8436,"['Antonio Carlos Jobim', 'Vinícius de Moraes']","[781837, 219243]",0.52,0.211,0.346,125.068,-14.534,1,0,0.942,0.00719,0.109,0.119,0,176000,15,1956,1/1/1956,Monólogo De Orfeu,Latin,11.0
8602,"['Archie Shepp', 'Horace Parlan']","[503279, 824879]",0.449,0.0247,0.291,66.442,-19.147,1,7,0.995,0.895,0.0947,0.0534,0,283227,32,1985,1985,****** knows the troubles I've seen,Jazz,13.0
8679,"['Aretha Franklin', 'Duane Allman']","[927555, 807028]",0.66,0.259,0.446,129.039,-14.258,1,7,0.785,0.0807,0.0785,0.0432,0,200840,34,1974,1/1/1974,It Ain't Fair,R&B;,6.0
8680,"['Aretha Franklin', 'James Cleveland']","[927555, 668448]",0.534,0.812,0.561,142.489,-10.162,1,8,0.365,0.0,0.437,0.0941,0,220201,31,1972,1972,Old Landmark (with Rev. James Cleveland and The Southern California Community Choir),R&B;,6.0
8925,"['Armin van Buuren', 'Avicii']","[502989, 2393596]",0.534,0.849,0.281,126.941,-7.148,1,11,0.0365,0.00231,0.379,0.036,0,204322,59,2011,3/15/2011,Drowning - Avicii Remix,Electronic,3.0
8932,"['Art Blakey & the Jazz Messengers', 'Thelonious Monk']","[597266, 490416]",0.603,0.36,0.499,80.975,-12.15,1,10,0.561,0.0232,0.0635,0.0663,0,454627,14,1958,1958,I Mean You - Alternate Version,-1,-1.0
8933,"['Art Blakey & the Jazz Messengers', 'Thelonious Monk']","[597266, 490416]",0.548,0.599,0.562,135.569,-11.749,0,7,0.468,0.00487,0.203,0.109,0,402186,35,1958,1958,Evidence,-1,-1.0
8934,"['Art Blakey & the Jazz Messengers', 'Thelonious Monk']","[597266, 490416]",0.545,0.52,0.646,142.846,-10.942,0,7,0.477,0.0226,0.138,0.0847,0,437360,33,1958,1958,Rhythm-A-Ning,-1,-1.0
8935,"['Art Blakey & the Jazz Messengers', 'Thelonious Monk']","[597266, 490416]",0.599,0.183,0.283,72.903,-14.362,1,3,0.731,0.572,0.499,0.0482,0,469013,31,1958,1958,**** Monk,-1,-1.0
8936,"['Art Blakey & the Jazz Messengers', 'Thelonious Monk']","[597266, 490416]",0.675,0.322,0.365,89.226,-10.681,1,8,0.541,0.0405,0.0945,0.0664,0,395067,30,1958,1958,In Walked Bud,-1,-1.0
8937,"['Art Blakey & the Jazz Messengers', 'Thelonious Monk']","[597266, 490416]",0.58,0.161,0.43,90.263,-15.028,0,5,0.733,0.105,0.0902,0.063,0,460333,23,1958,1958,Purple Shades,-1,-1.0
8938,"['Art Blakey & the Jazz Messengers', 'Thelonious Monk']","[597266, 490416]",0.589,0.384,0.524,149.987,-12.794,1,10,0.499,0.0283,0.0705,0.0804,0,479107,23,1958,1958,I Mean You,-1,-1.0
8939,"['Art Blakey & the Jazz Messengers', 'Thelonious Monk']","[597266, 490416]",0.628,0.336,0.558,113.039,-11.582,1,3,0.586,0.0516,0.11,0.0594,0,327667,15,1958,1958,Evidence - Alternate Version,-1,-1.0
8940,"['Art Blakey & the Jazz Messengers', 'Thelonious Monk']","[597266, 490416]",0.621,0.199,0.209,76.725,-12.996,0,7,0.815,0.697,0.261,0.0861,0,416187,14,1958,1958,**** Monk - Alternate Version,-1,-1.0
8988,"['Art Farmer', 'Donald Byrd']","[502199, 149946]",0.485,0.571,0.696,96.117,-7.856,0,5,0.689,0.000289,0.0852,0.0363,0,458200,4,1956,1/1/1956,The Third,Jazz,13.0
8989,"['Art Farmer', 'Gigi Gryce']","[502199, 661974]",0.676,0.16,0.392,112.951,-14.157,0,10,0.867,0.0384,0.183,0.0476,0,365067,13,1955,1955,Social ****,Jazz,13.0
8990,"['Art Farmer', 'Gigi Gryce']","[502199, 661974]",0.481,0.462,0.672,153.746,-10.549,0,7,0.603,0.284,0.299,0.0477,0,260240,11,1955,1955,********,Jazz,13.0
8991,"['Art Farmer', 'Gigi Gryce']","[502199, 661974]",0.581,0.426,0.777,81.566,-10.234,1,5,0.712,0.0309,0.0751,0.0502,0,346027,11,1955,1955,Stupendous-Lee,Jazz,13.0
8992,"['Art Farmer', 'Gigi Gryce']","[502199, 661974]",0.504,0.553,0.895,114.013,-9.583,0,5,0.672,0.38,0.302,0.0349,0,307467,11,1955,1955,A ***** At Tony's,Jazz,13.0
8993,"['Art Farmer', 'Gigi Gryce']","[502199, 661974]",0.495,0.49,0.768,135.417,-9.156,0,7,0.647,0.001,0.193,0.0356,0,300467,7,1955,1955,Capri,Jazz,13.0
8994,"['Art Farmer', 'Gigi Gryce']","[502199, 661974]",0.537,0.293,0.662,141.689,-12.514,0,5,0.676,4.28e-05,0.133,0.0457,0,317000,6,1955,1955,**** Lights,Jazz,13.0
8995,"['Art Farmer', 'Gigi Gryce']","[502199, 661974]",0.541,0.534,0.848,117.137,-9.481,0,5,0.575,0.374,0.0724,0.0378,0,296507,8,1955,1955,**** Concept,Jazz,13.0
8996,"['Art Farmer', 'Gigi Gryce']","[502199, 661974]",0.369,0.13,0.361,57.508,-15.95,1,3,0.976,0.799,0.143,0.0396,0,316027,5,1955,1955,The Infant's Song,Jazz,13.0
9197,"['Artie Shaw', 'Billie Holiday']","[511029, 79016]",0.696,0.232,0.559,114.094,-9.606,1,0,0.968,0.000762,0.299,0.037,0,189787,13,1938,1938,Any Old Time,Jazz,13.0
9198,"['Artie Shaw', 'Helen Forrest']","[511029, 673360]",0.583,0.146,0.461,115.458,-15.201,1,10,0.938,0.000258,0.257,0.0539,0,193800,32,1987,9/1/1987,**** Purple,Jazz,13.0
9199,"['Artie Shaw', 'Helen Forrest']","[511029, 673360]",0.494,0.103,0.286,113.133,-12.758,1,0,0.964,0.000363,0.243,0.034,0,192493,21,1938,1938,All The Things You Are,Jazz,13.0
9238,"['Asha Bhosle', 'Lata Mangeshkar']","[615026, 132940]",0.701,0.279,0.838,79.947,-9.557,1,1,0.98,0.000566,0.138,0.0543,0,175427,0,1949,1/1/1949,Agre Ko Ghaghro Mangwa De Raja,International,14.0
9426,"['Ashanti', 'Akon']","[933898, 933458]",0.66,0.623,0.736,179.993,-7.321,0,7,0.0851,0.0,0.0841,0.152,0,200720,60,2008,1/1/2008,Body On Me,R&B;,6.0
9427,"['Ashanti', 'Akon']","[933898, 933458]",0.574,0.636,0.781,179.979,-7.173,0,7,0.142,0.0,0.0962,0.325,0,209707,46,2008,9/16/2008,Body On Me,R&B;,6.0
9533,"['Astrud Gilberto', 'Antonio Carlos Jobim']","[931086, 781837]",0.653,0.319,0.845,147.858,-17.813,0,4,0.439,0.0,0.0906,0.0364,0,138013,62,1965,1/1/1965,Agua De Beber,Latin,11.0
9534,"['Astrud Gilberto', 'Stanley Turrentine']","[931086, 12644]",0.578,0.401,0.734,113.674,-14.927,0,5,0.614,0.000209,0.123,0.0542,0,232093,33,1971,1971,Ponteio (with Stanley Turrentine),Latin,11.0
9535,"['Astrud Gilberto', 'Stanley Turrentine']","[931086, 12644]",0.544,0.376,0.718,113.299,-15.989,0,5,0.599,0.000143,0.169,0.0567,0,231200,33,1971,1971,Ponteio (with Stanley Turrentine),Latin,11.0
9536,"['Astrud Gilberto', 'Stanley Turrentine']","[931086, 12644]",0.523,0.274,0.428,121.993,-15.284,1,9,0.711,6.79e-05,0.226,0.0367,0,219493,30,1971,1971,Zazueira (with Stanley Turrentine),Latin,11.0
9537,"['Astrud Gilberto', 'Stanley Turrentine']","[931086, 12644]",0.381,0.0659,0.237,134.652,-23.737,1,7,0.96,0.0388,0.172,0.0337,0,191467,40,1971,1971,Solo el Fin (For All We Know) (with Stanley Turrentine),Latin,11.0
9538,"['Astrud Gilberto', 'Stanley Turrentine']","[931086, 12644]",0.384,0.418,0.616,98.726,-14.634,1,10,0.635,0.000754,0.0773,0.0481,0,303800,36,1971,1971,Brazilian Tapestry (with Stanley Turrentine),Latin,11.0
9539,"['Astrud Gilberto', 'Walter Wanderley']","[931086, 230478]",0.626,0.359,0.528,126.747,-16.095,0,10,0.184,0.000402,0.197,0.0352,0,168200,24,1967,1/1/1967,Who Needs Forever?,Latin,11.0
9540,"['Astrud Gilberto', 'Walter Wanderley']","[931086, 230478]",0.522,0.491,0.873,95.751,-14.711,1,0,0.598,8.01e-06,0.348,0.0394,0,135333,21,1967,1/1/1967,Voce Ja Foi Bahia,Latin,11.0
9541,"['Astrud Gilberto', 'Walter Wanderley']","[931086, 230478]",0.388,0.293,0.478,82.696,-17.859,1,10,0.651,0.0,0.213,0.0492,0,87227,22,1967,1/1/1967,A Certain Smile,Latin,11.0
9542,"['Astrud Gilberto', 'Walter Wanderley']","[931086, 230478]",0.487,0.539,0.9,98.181,-14.08,0,5,0.512,9.16e-06,0.0889,0.0373,0,138733,20,1967,1/1/1967,Nega Do Cabelo Duro,Latin,11.0
9543,"['Astrud Gilberto', 'Walter Wanderley']","[931086, 230478]",0.608,0.491,0.736,130.74,-15.914,1,3,0.739,0.000169,0.201,0.0634,0,158840,19,1967,1/1/1967,It's A Lovely Day Today,Latin,11.0
9544,"['Astrud Gilberto', 'Walter Wanderley']","[931086, 230478]",0.593,0.493,0.809,121.749,-14.954,0,3,0.766,0.0,0.0735,0.032,0,161533,47,1967,1/1/1967,Summer Samba (So Nice),Latin,11.0
9545,"['Astrud Gilberto', 'Walter Wanderley']","[931086, 230478]",0.387,0.573,0.933,100.046,-14.085,0,0,0.56,0.00024,0.224,0.0282,0,213133,38,1967,1/1/1967,Tristeza,Latin,11.0
9546,"['Astrud Gilberto', 'Walter Wanderley']","[931086, 230478]",0.498,0.149,0.318,95.868,-19.468,1,2,0.786,0.0,0.0858,0.0299,0,218573,39,1967,1/1/1967,Tu Mi Delirio,Latin,11.0
9547,"['Astrud Gilberto', 'Walter Wanderley']","[931086, 230478]",0.342,0.0764,0.19,170.123,-21.431,1,7,0.929,0.0,0.0947,0.0443,0,188027,35,1967,1/1/1967,A Certain Sadness,Latin,11.0
9548,"['Astrud Gilberto', 'Walter Wanderley']","[931086, 230478]",0.624,0.472,0.539,133.958,-15.442,1,7,0.702,0.0,0.113,0.044,0,200040,33,1967,1/1/1967,**** Me,Latin,11.0
9680,"['August Alsina', 'Trey Songz', 'Chris Brown']","[3065088, 128143, 266063]",0.461,0.592,0.34,124.146,-5.799,0,8,0.0106,0.0,0.114,0.138,1,266587,55,2014,1/1/2014,I Luv This **** - Remix (Bonus Track),R&B;,6.0
9705,"['Avant', 'Nicole Scherzinger']","[62412, 774227]",0.695,0.671,0.839,77.608,-4.763,0,6,0.189,0.0,0.235,0.0577,0,248347,53,2006,1/1/2006,Lie About Us,R&B;,6.0
9780,"['Aventura', 'Don Omar']","[54982, 187907]",0.732,0.708,0.717,175.924,-7.905,0,9,0.534,0.0,0.237,0.262,0,267787,74,2005,4/26/2005,Ella Y Yo - Featuring Don Omar,Latin,11.0
9781,"['Aventura', 'Don Omar']","[54982, 187907]",0.718,0.758,0.676,175.839,-6.886,0,9,0.534,0.0,0.323,0.271,0,267627,60,2006,11/21/2006,Ella Y Yo,Latin,11.0
9782,"['Aventura', 'Miri Ben-Ari']","[54982, 503247]",0.754,0.598,0.95,125.028,-9.199,1,0,0.109,0.0,0.274,0.0318,0,253773,53,2006,12/19/2006,José,Latin,11.0
9783,"['Aventura', 'Wisin & Yandel', 'Akon']","[54982, 1824831, 933458]",0.767,0.751,0.617,111.02,-9.536,0,0,0.000631,0.000195,0.186,0.0391,0,218080,53,2009,6/9/2009,"All Up * You (feat. Akon, Wisin & Yandel)",Latin,11.0
9784,"['Aventura', 'Wisin & Yandel']","[54982, 1824831]",0.458,0.955,0.418,91.981,-5.491,1,2,0.208,4.98e-06,0.914,0.138,0,193507,49,2007,11/13/2007,Noche de **** - Live,Latin,11.0
9830,"['Avicii', 'Aloe Blacc']","[2393596, 15856]",0.802,0.645,0.376,100.001,-6.181,0,5,0.272,0.0,0.119,0.0715,0,157202,80,2019,6/6/2019,SOS (feat. Aloe Blacc),Electronic,3.0
9831,"['Avicii', 'Nicky Romero']","[2393596, 2412330]",0.509,0.79,0.638,127.946,-3.782,0,6,0.332,6.67e-05,0.316,0.0374,0,208320,60,2012,1/1/2012,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,Electronic,3.0
9832,"['Avicii', 'Rita Ora']","[2393596, 2118074]",0.655,0.666,0.272,102.977,-5.309,1,5,0.134,2.12e-05,0.0683,0.0612,0,181812,72,2017,8/10/2017,Lonely Together (feat. Rita Ora),Electronic,3.0
9833,"['Avicii', 'Skrillex']","[2393596, 2365087]",0.615,0.91,0.346,140.0,-2.825,0,5,0.00761,0.0067,0.16,0.0762,0,281147,51,2011,1/1/2011,Levels - Skrillex Remix,Electronic,3.0
9860,"['Avril Lavigne', 'Marilyn Manson']","[762885, 825251]",0.429,0.939,0.335,157.989,-3.305,1,0,4.72e-05,3.76e-05,0.409,0.137,1,174907,55,2013,11/5/2013,Bad **** (feat. Marilyn Manson),Pop/Rock,0.0
9902,"['Axwell', 'Steve Angello', 'Laidback Luke', 'Deborah Cox']","[55166, 572508, 124248, 234647]",0.525,0.849,0.277,128.055,-7.727,0,10,0.00232,0.00196,0.322,0.0484,0,161719,59,2009,5/4/2009,Leave The World Behind - Radio Edit,-1,-1.0
9920,"['B.B. King', ""D'Angelo""]","[59156, 134600]",0.729,0.739,0.937,92.536,-8.7,1,1,0.131,4.4e-05,0.0423,0.0309,0,299533,43,1997,11/4/1997,Ain't ****** Home,Blues,9.0
9921,"['B.B. King', 'Tracy Chapman']","[59156, 16281]",0.692,0.493,0.28,86.644,-9.662,0,9,0.0934,0.00166,0.128,0.0325,0,301133,63,1997,11/4/1997,The Thrill Is Gone,Blues,9.0
9922,"['B.B. King', 'Bobby ""Blue"" Bland']","[59156, 81194]",0.56,0.169,0.686,93.232,-21.191,1,1,0.654,1.74e-05,0.285,0.114,0,254560,25,1974,1/1/1974,It's My Own Fault - Live At Western Recorders ************,Blues,9.0
9923,"['B.B. King', 'Bobby ""Blue"" Bland']","[59156, 81194]",0.462,0.128,0.641,179.713,-21.139,0,2,0.631,0.000168,0.685,0.149,0,308333,24,1974,1/1/1974,Driftin' ***** - Live At Western Recorders ************,Blues,9.0
9924,"['B.B. King', 'Bobby ""Blue"" Bland']","[59156, 81194]",0.474,0.393,0.788,107.353,-16.667,1,1,0.656,9.55e-06,0.728,0.0844,0,205333,22,1974,1/1/1974,3 O'Clock ***** - Live At Western Recorders ************,Blues,9.0
9925,"['B.B. King', 'Bobby ""Blue"" Bland']","[59156, 81194]",0.605,0.235,0.756,96.269,-19.826,1,1,0.577,0.0,0.745,0.0735,0,593893,21,1974,1/1/1974,I'm Sorry - Live At Western Recorders ************,Blues,9.0
9926,"['B.B. King', 'Bobby ""Blue"" Bland']","[59156, 81194]",0.573,0.464,0.929,120.384,-18.691,1,4,0.547,0.00183,0.972,0.106,0,235707,21,1974,1/1/1974,That's The Way Love Is - Live At Western Recorders ************,Blues,9.0
9927,"['B.B. King', 'Bobby ""Blue"" Bland']","[59156, 81194]",0.484,0.0772,0.458,128.949,-23.525,0,10,0.451,3.88e-05,0.911,0.102,0,229840,20,1974,1/1/1974,I'll Take Care Of You - Live At Western Recorders ************,Blues,9.0
9928,"['B.B. King', 'Bobby ""Blue"" Bland']","[59156, 81194]",0.485,0.247,0.537,92.345,-19.381,0,9,0.311,0.00857,0.832,0.0618,0,777400,23,1976,1/1/1976,"Medley: The Thrill Is Gone / I Ain't Gonna Be The First To Cry - Live At Coconut Grove, Los ************",Blues,9.0
9929,"['B.B. King', 'Eric Clapton']","[59156, 187478]",0.715,0.544,0.67,167.784,-8.768,1,7,0.00197,0.0544,0.11,0.0574,0,397200,48,1997,11/4/1997,Rock Me Baby,Blues,9.0
9930,"['B.B. King', 'Leon Russell']","[59156, 816387]",0.745,0.392,0.702,110.307,-13.785,1,9,0.376,0.113,0.0434,0.0351,0,188573,24,1970,1/1/1970,Ask Me No Questions - Single Version,Blues,9.0
9931,"['B.B. King', 'Robert Cray']","[59156, 830425]",0.689,0.74,0.788,121.212,-9.161,0,5,0.0666,0.000184,0.187,0.0393,0,318040,44,1993,1/1/1993,Playin' With My Friends,Blues,9.0
9932,"['B.B. King', 'The Rolling Stones']","[59156, 894465]",0.665,0.844,0.773,117.976,-6.633,0,5,0.0194,0.000162,0.0708,0.0675,0,213560,44,1997,11/4/1997,Paying The Cost To Be The Boss,Blues,9.0
9933,"['B.B. King', 'Van Morrison']","[59156, 307461]",0.468,0.374,0.251,94.665,-8.609,1,3,0.0274,0.305,0.296,0.0259,0,347840,41,1997,11/4/1997,If You Love Me,Blues,9.0
10072,"['Béla Fleck', 'Sam Bush', 'Jerry Douglas', 'Stuart Duncan', ""Mark O'Connor"", 'Tony Rice']","[151290, 286662, 327130, 921289, 293391, 130855]",0.533,0.665,0.912,118.664,-13.025,1,9,0.323,0.779,0.0388,0.0352,0,214840,26,1988,1/1/1988,Up And Around The Bend,Jazz,13.0
10073,"['Béla Fleck', 'Sam Bush', 'Jerry Douglas', 'Stuart Duncan', 'Tony Rice']","[151290, 286662, 327130, 921289, 130855]",0.435,0.553,0.856,121.325,-14.362,1,0,0.502,0.96,0.195,0.0337,0,308133,30,1988,1/1/1988,Slipstream,Jazz,13.0
10074,"['Béla Fleck', 'Sam Bush', 'Jerry Douglas', 'Stuart Duncan', 'Tony Rice']","[151290, 286662, 327130, 921289, 130855]",0.472,0.6,0.948,130.779,-15.356,0,7,0.47,0.948,0.344,0.0323,0,297027,28,1988,1/1/1988,Natchez Trace,Jazz,13.0
10075,"['Béla Fleck', 'Sam Bush', 'Jerry Douglas', 'Stuart Duncan', 'Tony Rice']","[151290, 286662, 327130, 921289, 130855]",0.354,0.478,0.594,125.99,-14.394,1,5,0.486,0.958,0.156,0.0336,0,243973,26,1988,1/1/1988,See Rock City,Jazz,13.0
10076,"['Béla Fleck', 'Sam Bush', 'Jerry Douglas', 'Stuart Duncan', 'Tony Rice']","[151290, 286662, 327130, 921289, 130855]",0.365,0.71,0.783,151.25,-13.994,1,9,0.163,0.978,0.253,0.0344,0,189293,35,1988,1/1/1988,Whitewater,Jazz,13.0
10077,"['Baaba Maal', 'Mumford & Sons']","[61273, 1072350]",0.478,0.704,0.228,149.903,-8.271,0,1,0.016,0.0,0.09,0.0471,0,266931,56,2017,7/14/2017,There Will Be Time,International,14.0
10100,"['Babyface', 'Foxy Brown']","[61226, 188697]",0.676,0.658,0.677,90.227,-9.227,0,6,0.0127,0.000938,0.574,0.314,1,283360,54,1997,11/4/1997,Always Be My Sunshine,R&B;,6.0
10101,"['Babyface', 'Howard Hewett', 'Jody Watley']","[61226, 276381, 137084]",0.887,0.416,0.761,94.013,-7.346,1,1,0.0295,1.06e-05,0.066,0.0518,0,239733,47,1996,10/29/1996,"This Is for the Lover In You (feat. LL Cool J, Howard Hewett, Jody Watley & Jeffrey Daniels)",R&B;,6.0
10102,"['Babyface', 'Mariah Carey', 'Kenny G', 'Sheila E.']","[61226, 262255, 68934, 19953]",0.655,0.417,0.279,143.674,-7.702,1,5,0.0624,0.0,0.0965,0.025,0,296267,62,1996,10/29/1996,"Every Time I Close My Eyes (with Mariah Carey, Kenny G & ****** E.)",R&B;,6.0
10103,"['Babyface', 'Pebbles']","[61226, 41420]",0.69,0.57,0.896,150.269,-11.234,1,11,0.649,3.53e-06,0.0939,0.0431,0,331573,31,1991,11/19/1991,Love Makes Things Happen (with Pebbles),R&B;,6.0
10104,"['Babyface', 'Stevie Wonder']","[61226, 622805]",0.636,0.555,0.289,80.912,-8.121,0,4,0.0141,3e-06,0.0966,0.0264,0,315093,49,1996,10/29/1996,"How Come, How Long (feat. Stevie Wonder)",R&B;,6.0
10105,"['Babyface', 'Toni Braxton']","[61226, 935330]",0.71,0.749,0.819,103.852,-10.485,1,8,0.0723,1.76e-05,0.0519,0.0496,0,301627,41,1992,6/30/1992,Give U My Heart (feat. Toni Braxton),R&B;,6.0
10476,"['Bananarama', 'Fun Boy Three']","[785101, 185617]",0.696,0.942,0.362,134.024,-6.273,0,5,0.463,0.0,0.4,0.0906,0,162038,32,1983,1/1/1983,Really Sayin' ********* (with Fun Boy ******,Pop/Rock,0.0
10506,"['Barbara Mandrell', 'George Jones']","[788569, 944310]",0.607,0.555,0.529,104.937,-11.347,1,0,0.0789,0.000179,0.929,0.0314,0,220373,50,2000,1/1/2000,I Was Country When Country Wasn't Cool - (Duet With George Jones),Country,1.0
10517,"['Barbra Streisand', 'Barry Gibb']","[855531, 659118]",0.626,0.425,0.952,150.875,-15.656,1,0,0.231,0.0,0.114,0.0356,0,264333,67,1980,9/23/1980,Guilty (feat. Barry Gibb),Vocal,12.0
10518,"['Barbra Streisand', 'Barry Gibb']","[855531, 659118]",0.511,0.245,0.143,79.88,-16.755,1,2,0.39,0.0,0.401,0.0396,0,245640,54,1980,9/23/1980,What Kind of Fool (feat. Barry Gibb),Vocal,12.0
10519,"['Barbra Streisand', 'Céline Dion']","[855531, 186185]",0.344,0.403,0.072,75.818,-9.479,1,4,0.756,0.0,0.111,0.0422,0,290533,47,1997,10/28/1997,Tell Him,Vocal,12.0
10520,"['Barbra Streisand', 'Céline Dion']","[855531, 186185]",0.261,0.38,0.0793,74.463,-9.148,1,4,0.623,0.0,0.105,0.0491,0,291160,57,1997,10/24/1997,Tell Him (Duet with Barbra Streisand),Vocal,12.0
