,artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored),genre,genre_id
70640,['Ramón Ayala'],[865440],0.731,0.456,0.941,177.123,-7.439,1,8,0.631,0.0,0.0441,0.054,0,201880,46,1995,1995,Corrido de Chito Cano - Original Mix,Unknown,17.0
46143,['John Williams'],[1535255],0.257,0.0492,0.0469,110.067,-25.527,1,0,0.921,0.862,0.131,0.0405,0,194040,50,2001,10/30/2001,Platform *********************** and the Journey to Hogwarts,Unknown,17.0
46118,['John Williams'],[1535255],0.145,0.181,0.0329,103.082,-17.833,0,0,0.76,0.656,0.102,0.0442,0,143080,34,1983,1/1/1983,Rebel Briefing,Unknown,17.0
95162,['Vladimir Horowitz'],[119107],0.403,0.0168,0.191,79.5,-28.944,1,6,0.995,0.95,0.086,0.0471,0,104667,0,1928,1928,Preludes: Op. *** No. ** in G-Flat,Unknown,17.0
46122,['John Williams'],[1535255],0.0761,0.042,0.0349,80.529,-24.631,0,4,0.898,0.648,0.134,0.0396,0,265067,53,2001,10/30/2001,The Arrival of Baby Harry,Unknown,17.0
95301,['Vladimir Horowitz'],[119107],0.337,0.294,0.22,83.382,-16.319,1,2,0.995,0.891,0.106,0.047,0,46267,0,1928,1928,"Kinderszenen, Op. *** V. Glückes genug",Unknown,17.0
84147,['The Cascades'],[61690],0.659,0.66,0.672,116.634,-8.337,1,0,0.627,0.000217,0.136,0.0441,0,146360,60,1963,1963,Rhythm of the Rain,Unknown,17.0
45989,['John Williams'],[1535255],0.0786,0.0277,0.0365,173.287,-28.424,1,2,0.947,0.909,0.112,0.0447,0,555133,40,1998,1/1/1998,"Omaha Beach - From ""Saving Private Ryan"" Soundtrack",Unknown,17.0
46033,['John Williams'],[1535255],0.146,0.138,0.0435,102.484,-23.652,0,2,0.888,0.88,0.104,0.0418,0,352240,38,1993,1/1/1993,I Could Have Done More,Unknown,17.0
44709,['John Carpenter'],[221684],0.893,0.278,0.431,114.516,-14.696,0,11,0.00711,0.44,0.241,0.0973,0,210347,23,1981,1981,The Bank Robbery,Unknown,17.0
20430,['Childish Gambino'],[2487188],0.64,0.394,0.477,159.956,-12.706,1,0,0.504,0.00157,0.0671,0.152,0,281813,54,2016,12/2/2016,Zombies,Unknown,17.0
71253,['Ray Lynch'],[870589],0.293,0.154,0.182,70.649,-15.37,0,4,0.677,0.88,0.147,0.0385,0,253973,27,1984,1984,Rhythm In The Pews / Ray Lynch,Unknown,17.0
84071,['The Canton Spirituals'],[947322],0.338,0.512,0.179,107.29,-12.128,1,10,0.0172,0.0,0.276,0.0441,0,502667,23,1989,4/14/1989,He's There All the Time,Unknown,17.0
95259,['Vladimir Horowitz'],[119107],0.346,0.3,0.353,76.991,-15.914,1,0,0.988,0.85,0.448,0.0379,0,362293,9,1930,1930,"Wedding March and Variations, S. *** (after Felix Mendelssohn)",Unknown,17.0
95283,['Vladimir Horowitz'],[119107],0.261,0.0275,0.0624,138.825,-28.488,1,6,0.993,0.916,0.0956,0.0408,0,181893,32,1951,1951,"Poeme in F-Sharp Major, Op. *** No. ** Andante cantabile - Remastered",Unknown,17.0
24268,['David Tudor'],[243611],0.446,0.164,0.138,87.063,-18.817,1,0,0.981,0.0425,0.496,0.0608,0,197000,0,1954,1954,Sonata for Violin and Piano: III. Lento - Scherzo vivo - Lento,Unknown,17.0
84281,['The Chenille Sisters'],[762724],0.65,0.599,0.823,116.474,-10.187,1,8,0.658,0.000117,0.239,0.0536,0,196560,1,1924,1924,Nagasaki,Unknown,17.0
95646,['Vladimir Horowitz'],[119107],0.407,0.0126,0.229,137.524,-30.101,1,6,0.995,0.96,0.0785,0.051,0,106507,1,1951,1951,"Prelude in G-Flat Major, Op. *** No. *** Lento - Remastered",Unknown,17.0
95451,['Vladimir Horowitz'],[119107],0.408,0.00121,0.164,81.092,-34.423,0,3,0.991,0.962,0.0765,0.0651,0,65093,7,1951,1951,"Prelude in E-Flat Minor, Op. *** No. 4: Lento - Remastered",Unknown,17.0
85877,['The Four Lads'],[71508],0.545,0.37,0.786,137.288,-15.407,1,7,0.881,1.16e-06,0.126,0.031,0,112507,11,1953,1953,******** Loves Me,Unknown,17.0
95816,['Walter Wanderley'],[230478],0.603,0.591,0.867,158.565,-9.922,1,8,0.752,3.36e-05,0.143,0.0515,0,123267,31,1966,1966,It's Easy To Say Goodbye,Unknown,17.0
87305,['The McGuire Sisters'],[397412],0.296,0.196,0.265,88.211,-13.655,1,10,0.832,0.0,0.192,0.0269,0,163227,6,1958,10/26/1958,Peace,Unknown,17.0
63763,['New Order'],[1168958],0.642,0.778,0.793,117.654,-10.087,1,0,0.00934,0.633,0.151,0.0313,0,359587,54,1983,5/2/1983,Your Silent Face - **** Remaster,Unknown,17.0
95683,['Vladimir Horowitz'],[119107],0.369,0.166,0.135,136.248,-22.245,1,10,0.994,0.894,0.097,0.0534,0,562827,0,1928,1928,"Sonata, Op. 34, No. * in G Minor: I. Largo; Allegro con fuoco",Unknown,17.0
53891,['Lime'],[290969],0.745,0.767,0.862,131.674,-11.859,0,9,0.118,0.0448,0.623,0.0332,0,414600,48,1982,1/1/1982,"Babe, We're Gonna Love *******",Unknown,17.0
95639,['Vladimir Horowitz'],[119107],0.402,0.341,0.16,114.727,-13.807,1,1,0.984,0.823,0.167,0.0394,0,413067,0,1928,1928,"********* Rhapsody No. 6 in D-Flat Major, S. ***",Unknown,17.0
574,"[""Sergio Mendes & Brasil '66""]",[5056],0.814,0.436,0.804,122.555,-14.268,1,0,0.559,0.0,0.0444,0.0399,0,180960,21,1966,1/1/1966,Look Around,Unknown,17.0
95274,['Vladimir Horowitz'],[119107],0.384,0.246,0.443,144.701,-19.823,1,4,0.992,0.865,0.127,0.0319,0,213213,9,1942,1942,"Variations on a Theme from ""Carmen""",Unknown,17.0
53523,['Leontyne Price'],[591857],0.175,0.125,0.0415,86.316,-20.899,0,7,0.973,0.00331,0.127,0.0432,0,234933,31,1965,1965,"Dido and Aeneas, Z. **** Act III: When I am Laid in Earth",Unknown,17.0
46102,['John Williams'],[1535255],0.101,0.043,0.0353,90.097,-22.975,0,5,0.861,0.617,0.504,0.0414,0,388280,36,1980,1/1/1980,The City in the Clouds,Unknown,17.0
90087,['The Surfaris'],[918682],0.386,0.492,0.699,168.752,-13.402,1,0,0.303,0.889,0.235,0.038,0,133933,43,1963,3/6/1963,Wipe Out,Unknown,17.0
33766,['Francis Lai'],[188981],0.447,0.343,0.641,130.917,-8.677,1,9,0.692,0.00067,0.0689,0.029,0,161587,49,1966,1966,Un homme et une femme - ************,Unknown,17.0
20420,['Childish Gambino'],[2487188],0.798,0.559,0.604,102.018,-10.868,1,5,0.286,0.0,0.349,0.0592,1,236507,63,2020,3/22/2020,*****,Unknown,17.0
95294,['Vladimir Horowitz'],[119107],0.491,0.193,0.796,80.686,-18.691,1,10,0.993,0.899,0.237,0.0458,0,131467,0,1928,1928,"Etincelles, Op. 36, No. 6",Unknown,17.0
45916,['John Williams'],[1535255],0.178,0.168,0.0366,65.65,-14.774,1,8,0.879,0.847,0.746,0.037,0,229733,31,1981,1/1/1981,The Map Room: Dawn,Unknown,17.0
46097,['John Williams'],[1535255],0.171,0.134,0.106,73.94,-17.377,1,3,0.957,0.00073,0.137,0.0384,0,160600,34,1971,8/24/1971,Sabbath Prayer,Unknown,17.0
20462,['Childish Gambino'],[2487188],0.24,0.402,0.0959,73.575,-11.734,1,6,0.0863,0.0003,0.281,0.0875,1,290706,54,2013,12/10/2013,II. Zealots of Stockholm [Free Information],Unknown,17.0
76506,['Sleeping with Sirens'],[2397840],0.475,0.979,0.394,154.011,-2.799,1,5,0.00146,0.0,0.511,0.0613,0,220293,46,2011,5/10/2011,Let's Cheers To This,Unknown,17.0
86207,['The Imperials'],[81919],0.826,0.573,0.971,125.716,-13.839,1,7,0.0981,0.00019,0.0884,0.0418,0,235467,29,1979,1979,I'm Forgiven,Unknown,17.0
1997,['Nobuo Uematsu'],[431669],0.248,0.433,0.0391,108.904,-14.694,1,0,0.851,0.111,0.12,0.0442,0,172427,42,1997,2/10/1997,The Prelude,Unknown,17.0
45933,['John Williams'],[1535255],0.216,0.00551,0.0739,83.369,-38.731,1,5,0.945,0.768,0.072,0.042,0,176493,32,1991,11/26/1991,Granny Wendy,Unknown,17.0
95442,['Vladimir Horowitz'],[119107],0.3,0.101,0.0382,72.877,-19.827,1,4,0.991,0.879,0.167,0.0448,0,733493,0,1928,1928,"Sonata No. 5, Op. 53",Unknown,17.0
95369,['Vladimir Horowitz'],[119107],0.414,0.00803,0.289,78.956,-32.278,1,5,0.996,0.943,0.0813,0.0587,0,168493,0,1928,1928,VII. Träumerei,Unknown,17.0
95303,['Vladimir Horowitz'],[119107],0.396,0.0384,0.11,73.002,-24.363,0,3,0.991,0.924,0.107,0.0351,0,411360,0,1928,1928,"Piano Sonata No. * in B-Flat Minor, Op. 35: II. Scherzo",Unknown,17.0
38907,['Hardwell'],[1002468],0.581,0.877,0.35,127.952,-3.595,0,3,0.0172,0.0,0.248,0.0486,0,189375,58,2012,5/18/2012,**** Me A ******** - Radio Edit,Unknown,17.0
73332,['Rowan Atkinson'],[294941],0.689,0.533,0.898,98.801,-14.205,1,6,0.321,7.37e-05,0.0958,0.0544,0,170880,70,1994,1/1/1994,"I Just Can't Wait to Be King - From ""The Lion King""/Soundtrack Version",Unknown,17.0
85880,['The Four Lads'],[71508],0.604,0.424,0.764,114.871,-11.866,1,7,0.728,0.0,0.107,0.0456,0,171480,0,1938,1938,"Standing On The Corner (with Ray Ellis & His Orchestra and Chorus) - (from the musical ""The Most Happy Fella"")",Unknown,17.0
95152,['Vladimir Horowitz'],[119107],0.29,0.124,0.113,71.581,-17.667,1,6,0.993,0.903,0.13,0.0382,0,415733,0,1928,1928,Piano Sonata No. ** Op. 35: II. Scherzo - Più lento,Unknown,17.0
45931,['John Williams'],[1535255],0.566,0.433,0.874,155.438,-14.055,1,7,0.772,0.821,0.439,0.042,0,58707,33,1990,1990,Holiday Flight,Unknown,17.0
84150,['The Cascades'],[61690],0.492,0.398,0.371,101.707,-11.241,1,2,0.88,1.91e-06,0.365,0.0259,0,122160,40,1963,1963,Shy ****,Unknown,17.0
63741,['New Order'],[1168958],0.509,0.545,0.424,100.028,-11.813,1,3,0.00677,0.839,0.315,0.0395,0,259493,31,1981,1/13/1981,Doubts Even Here - **** Remaster,Unknown,17.0
22292,['Creed'],[1059293],0.438,0.85,0.315,144.61,-5.924,1,3,2.41e-05,0.00063,0.131,0.0395,0,259600,46,1999,1/1/1999,Beautiful,Unknown,17.0
53505,['Leontyne Price'],[591857],0.135,0.1,0.0627,178.069,-21.148,1,5,0.989,0.0191,0.182,0.0482,0,430893,38,1980,1980,"Norma, Act I: ""Casta diva""",Unknown,17.0
74634,['Saosin'],[834292],0.239,0.941,0.223,81.844,-4.535,0,2,2.3e-05,2.38e-06,0.327,0.0967,0,192787,56,2003,6/17/2003,Seven Years,Unknown,17.0
20458,['Childish Gambino'],[2487188],0.68,0.468,0.348,84.994,-11.128,1,9,0.0311,0.0,0.207,0.0947,1,297933,50,2011,11/15/2011,Kids,Unknown,17.0
16734,['Brian Posehn'],[987384],0.601,0.619,0.41,139.966,-11.288,0,2,0.898,0.0,0.845,0.945,0,235347,43,2010,4/27/2010,Cuddling,Unknown,17.0
85885,['The Four Lads'],[71508],0.485,0.376,0.867,161.195,-10.521,1,1,0.838,4.75e-05,0.27,0.0315,0,141040,42,1989,6/13/1989,Istanbul (Not Constantinople),Unknown,17.0
87306,['The McGuire Sisters'],[397412],0.514,0.19,0.179,35.251,-11.362,0,10,0.699,0.0,0.228,0.0251,0,139333,5,1957,1/1/1957,"My Darling, My Darling",Unknown,17.0
45946,['John Williams'],[1535255],0.348,0.0356,0.202,110.076,-28.156,1,4,0.976,0.816,0.0931,0.0566,0,259400,17,1964,1964,"** Danzas Españolas, Op. 37: No. 5, Andaluza (Arr. J. Williams for Guitar)",Unknown,17.0
51135,['La Mafia'],[120370],0.604,0.589,0.467,133.675,-8.007,1,10,0.617,1.93e-06,0.0906,0.0274,0,206253,52,1991,1991,Vida,Unknown,17.0
63787,['New Order'],[1168958],0.545,0.771,0.8,116.67,-12.761,0,6,0.000364,0.609,0.069,0.0429,0,279613,37,1981,1/13/1981,Truth - **** Remaster,Unknown,17.0
53518,['Leontyne Price'],[591857],0.29,0.277,0.173,99.388,-17.607,0,9,0.987,0.000314,0.702,0.145,0,123133,0,1935,1935,"Hermit Songs, Op. *** The Crucifixion",Unknown,17.0
12332,['Bill Wyman'],[78802],0.757,0.554,0.881,116.958,-11.227,1,2,0.0854,0.00942,0.0925,0.0675,0,359893,33,1982,1982,"(Si, Si) Je Suis Un Rock Star",Unknown,17.0
95564,['Vladimir Horowitz'],[119107],0.36,0.126,0.771,141.558,-26.631,1,5,0.993,0.915,0.243,0.0341,0,78440,0,1928,1928,"Etude in F, Op. *** No. 6",Unknown,17.0
95364,['Vladimir Horowitz'],[119107],0.277,0.09,0.168,105.031,-26.188,1,7,0.975,0.949,0.125,0.0316,0,245440,0,1928,1928,"Andante spianato in E-Flat Major, Op. **",Unknown,17.0
95137,['Vladimir Horowitz'],[119107],0.426,0.0207,0.625,161.567,-28.273,1,9,0.996,0.957,0.0716,0.0461,0,135558,1,1946,1946,"Lieder ohne Worte: Spring Song, Op. *** No. 6",Unknown,17.0
95509,['Vladimir Horowitz'],[119107],0.2,0.0581,0.0727,60.325,-22.939,0,9,0.991,0.952,0.151,0.0364,0,293173,2,1928,1928,"Waltz in A Minor, Op. 34, No. *",Unknown,17.0
96829,['William Basinski'],[1768491],0.153,0.0391,0.0737,69.906,-32.652,1,3,0.983,0.928,0.0774,0.0362,0,410987,50,2003,1/17/2003,Melancholia II,Unknown,17.0
8945,['Art Blakey & the Jazz Messengers'],[597266],0.452,0.571,0.861,155.729,-11.708,1,10,0.455,0.0564,0.097,0.0552,0,288627,12,1957,4/1/1957,Cranky Spanky,Unknown,17.0
10682,['Barry Gibb'],[659118],0.783,0.462,0.855,112.992,-15.12,1,10,0.0567,0.000175,0.0455,0.0285,0,267440,48,1990,10/1/1990,My Eternal Love,Unknown,17.0
63742,['New Order'],[1168958],0.59,0.906,0.728,116.041,-6.085,0,4,0.0324,0.0246,0.099,0.0501,0,396840,30,1986,9/29/1986,State of the Nation,Unknown,17.0
2020,['Nobuo Uematsu'],[431669],0.466,0.387,0.426,83.955,-10.431,0,9,5.41e-05,0.925,0.13,0.0378,0,99173,31,1991,1991,Battle With the Four Fiends,Unknown,17.0
95821,['Walter Wanderley'],[230478],0.746,0.761,0.722,93.215,-8.506,1,10,0.711,0.0,0.11,0.0965,0,174027,28,1966,1966,Taste Of Sadness,Unknown,17.0
53887,['Lime'],[290969],0.717,0.849,0.948,132.183,-11.077,0,9,0.00623,0.0309,0.51,0.0356,0,234200,28,1982,1/1/1982,"Babe, We're Gonna Love ******* - Radio Edit",Unknown,17.0
76511,['Sleeping with Sirens'],[2397840],0.58,0.579,0.569,77.474,-6.219,0,11,0.182,0.0,0.25,0.0346,0,256053,59,2012,6/26/2012,Scene One - James Dean & Audrey Hepburn,Unknown,17.0
53894,['Lime'],[290969],0.677,0.649,0.867,128.379,-10.521,0,5,1.01e-05,0.452,0.0761,0.0351,0,393067,44,1985,1/1/1985,Unexpected Lovers - Original,Unknown,17.0
96605,['White Noise'],[211435],0.0,0.00243,0.0,0.0,-18.795,1,7,0.495,0.261,0.12,0.0,0,75000,59,2018,4/23/2018,"Fan Noises for Sleeping (Looped, Loopable Fast Sleep)",Unknown,17.0
1998,['Nobuo Uematsu'],[431669],0.335,0.0534,0.255,81.364,-15.216,0,7,0.953,0.642,0.0842,0.0373,0,306160,42,1997,2/10/1997,Tifa's Theme,Unknown,17.0
11320,['Benjamin Britten'],[796872],0.172,0.0648,0.0387,131.512,-29.08,1,6,0.0541,0.818,0.762,0.0375,0,59827,4,1955,1955,The Young Person's Guide to the Orchestra: Variation II: Oboes (Lento),Unknown,17.0
22259,['Creed'],[1059293],0.538,0.925,0.443,98.016,-3.178,1,11,0.00209,0.0,0.258,0.0392,0,208240,51,2009,1/1/2009,Rain,Unknown,17.0
50383,['Kiri Te Kanawa'],[376150],0.23,0.0739,0.0631,104.251,-18.831,1,1,0.986,6.1e-05,0.0809,0.0456,0,272960,1,1946,1946,Madama Butterfly: Un bel dì,Unknown,17.0
95503,['Vladimir Horowitz'],[119107],0.515,0.00553,0.453,68.805,-29.964,1,3,0.996,0.976,0.123,0.041,0,44827,0,1928,1928,"Sonata No. 3, Op. *** III: Theme: Andantino",Unknown,17.0
95308,['Vladimir Horowitz'],[119107],0.414,0.252,0.516,84.838,-19.248,0,6,0.98,0.896,0.109,0.0273,0,123667,0,1928,1928,Presto,Unknown,17.0
95178,['Vladimir Horowitz'],[119107],0.267,0.0733,0.0369,85.363,-21.039,1,11,0.995,0.891,0.0552,0.0449,0,208227,1,1951,1951,"Etude in B-Flat Minor, Op. 8, No. *** Andante cantabile - Remastered",Unknown,17.0
97769,['Yerba Buena'],[583992],0.812,0.761,0.692,104.037,-7.924,0,11,0.0222,0.000286,0.0911,0.112,0,249720,49,2003,4/15/2003,Guajira (I Love U * Much),Unknown,17.0
95575,['Vladimir Horowitz'],[119107],0.32,0.125,0.554,103.201,-18.095,1,5,0.995,0.955,0.106,0.0338,0,66773,0,1928,1928,"Kinderszenen, Op. *** VIII. Am Kamin",Unknown,17.0
598,"[""Sergio Mendes & Brasil '66""]",[5056],0.683,0.378,0.846,110.408,-17.45,0,0,0.155,0.0162,0.0701,0.0266,0,201933,35,1970,1/1/1970,Scarborough Fair,Unknown,17.0
2007,['Nobuo Uematsu'],[431669],0.346,0.547,0.809,101.229,-11.977,0,9,0.0236,0.979,0.125,0.0375,0,121507,36,1994,3/25/1994,The Decisive Battle,Unknown,17.0
43922,['Jimmy Dean'],[352992],0.679,0.554,0.813,102.036,-11.451,0,1,0.767,3.49e-06,0.344,0.063,0,143707,11,1961,1961,Sam Hill,Unknown,17.0
95104,['Vladimir Horowitz'],[119107],0.352,0.132,0.661,74.737,-23.202,1,8,0.993,0.966,0.425,0.0381,0,80800,0,1928,1928,"Etude in A-Flat, Op. *** No. **",Unknown,17.0
6744,['Albert Hammond'],[933781],0.626,0.671,0.889,95.546,-9.551,1,5,0.254,0.0,0.0718,0.0289,0,186347,42,1972,8/16/1972,Down By The River,Unknown,17.0
24308,['De la Ghetto'],[842624],0.797,0.804,0.451,91.973,-4.817,1,1,0.0464,1.54e-05,0.317,0.0711,0,386333,67,2017,12/1/2017,"Escápate Conmigo (feat. Ozuna, Bad Bunny, De La Ghetto, Arcángel, Noriel & Almighty) - Remix",Unknown,17.0
9195,['Arthur Verocai'],[610730],0.393,0.523,0.757,93.125,-15.001,0,2,0.616,0.954,0.126,0.0306,0,183227,41,1972,1972,Sylvia,Unknown,17.0
53888,['Lime'],[290969],0.686,0.729,0.772,124.689,-12.445,1,3,0.00329,1.84e-05,0.0868,0.0362,0,457533,37,1983,1/1/1983,Guilty,Unknown,17.0
45976,['John Williams'],[1535255],0.279,0.184,0.13,80.114,-19.447,0,9,0.844,0.22,0.0772,0.0424,0,730547,45,2004,5/25/2004,Mischief Managed!,Unknown,17.0
95354,['Vladimir Horowitz'],[119107],0.242,0.149,0.279,88.188,-26.742,1,0,0.987,0.877,0.134,0.0369,0,115627,0,1928,1928,"Piano Sonata in E-Flat Minor, Op. *** II. Allegro vivace e leggero",Unknown,17.0
8943,['Art Blakey & the Jazz Messengers'],[597266],0.417,0.445,0.545,204.196,-13.329,1,0,0.645,3.16e-05,0.355,0.0677,0,424827,10,1956,1956,Weird-O,Unknown,17.0
95441,['Vladimir Horowitz'],[119107],0.313,0.0955,0.0676,136.084,-22.295,1,1,0.992,0.864,0.0899,0.0362,0,785133,0,1928,1928,"Polonaise-Fantaisie in A-Flat Major, Op. **",Unknown,17.0
81370,['Teresa Teng'],[1795396],0.634,0.337,0.478,82.833,-8.317,1,5,0.634,6.11e-05,0.6,0.0301,0,201973,37,1983,1/1/1983,你怎麼說,Unknown,17.0
45950,['John Williams'],[1535255],0.531,0.289,0.15,104.233,-16.255,0,7,0.819,0.721,0.191,0.0316,0,184440,27,1970,1970,"Star Wars, Episode V ""The Empire Strikes Back"": The Imperial March",Unknown,17.0
95561,['Vladimir Horowitz'],[119107],0.384,0.262,0.123,138.552,-17.716,1,0,0.993,0.913,0.275,0.0371,0,497027,0,1928,1928,"Sonata No. 7 in B-Flat, Op. 83: I. Allegro inquieto; Andantino",Unknown,17.0
95293,['Vladimir Horowitz'],[119107],0.434,0.228,0.098,105.336,-17.277,1,3,0.992,0.859,0.746,0.0354,0,372027,0,1928,1928,"Piano Sonata No. * in B-Flat Minor, Op. 36: III. L'istesso tempo - Allegro molto",Unknown,17.0
46035,['John Williams'],[1535255],0.127,0.00143,0.0391,80.653,-42.257,1,6,0.956,0.338,0.0506,0.0496,0,167760,33,1993,5/25/1993,Remembering Petticoat Lane,Unknown,17.0
2006,['Nobuo Uematsu'],[431669],0.312,0.79,0.813,177.836,-10.378,1,0,0.109,0.885,0.46,0.04,0,149907,36,1992,12/7/1992,Battle at the Big Bridge,Unknown,17.0
95252,['Vladimir Horowitz'],[119107],0.43,0.203,0.0688,123.483,-19.76,1,3,0.981,0.886,0.74,0.0427,0,636293,14,1930,1930,"Scherzo & March, S. ***",Unknown,17.0
55570,['Louie Bellson'],[273628],0.298,0.883,0.049,85.663,-15.05,1,2,0.232,0.764,0.446,0.124,0,234640,0,1954,1/1/1954,A Pearl for Louie,Unknown,17.0
95318,['Vladimir Horowitz'],[119107],0.339,0.06,0.0994,135.919,-24.163,1,6,0.992,0.872,0.127,0.0434,0,169933,8,1930,1930,"Valse oubliée in F-Sharp Major, S. *****",Unknown,17.0
95198,['Vladimir Horowitz'],[119107],0.319,0.0498,0.102,101.685,-25.257,0,3,0.992,0.813,0.131,0.0412,0,168547,3,1942,1942,"Valse oubliée in F-Sharp Major, S. *****",Unknown,17.0
95168,['Vladimir Horowitz'],[119107],0.351,0.0129,0.0968,129.711,-31.143,1,3,0.992,0.893,0.13,0.0444,0,279533,0,1928,1928,"Nocturne in E-Flat Major, Op. 55, No. *",Unknown,17.0
20425,['Childish Gambino'],[2487188],0.308,0.234,0.123,87.982,-14.084,0,2,0.692,0.00279,0.125,0.0364,0,370773,55,2016,12/2/2016,Stand Tall,Unknown,17.0
20418,['Childish Gambino'],[2487188],0.535,0.393,0.715,199.959,-7.72,0,2,0.131,0.507,0.0658,0.036,0,382093,58,2016,12/2/2016,Baby Boy,Unknown,17.0
95678,['Vladimir Horowitz'],[119107],0.31,0.0889,0.397,141.053,-27.469,0,1,0.991,0.563,0.129,0.0333,0,196907,2,1928,1928,"Waltz in C-Sharp Minor, Op. 64, No. *",Unknown,17.0
8959,['Art Blakey & the Jazz Messengers'],[597266],0.614,0.233,0.448,126.256,-18.964,0,5,0.827,0.198,0.13,0.0568,0,576173,53,1989,1/1/1989,Moanin',Unknown,17.0
95480,['Vladimir Horowitz'],[119107],0.515,0.00553,0.453,68.805,-29.964,1,3,0.996,0.976,0.123,0.041,0,44827,0,1928,1928,"Sonata No. 3, Op. *** III: Theme: Andantino",Unknown,17.0
32559,['Fields of the Nephilim'],[175530],0.336,0.823,0.449,150.452,-8.09,1,0,0.0118,0.846,0.105,0.0364,0,340627,42,1988,9/5/1988,Moonchild,Unknown,17.0
95516,['Vladimir Horowitz'],[119107],0.272,0.218,0.054,69.101,-17.146,1,6,0.994,0.909,0.0913,0.039,0,325453,7,1951,1951,"Piano Sonata No. 3 in F-Sharp Minor, Op. *** IV. Presto con fuoco - Meno mosso",Unknown,17.0
53765,['Letters to Cleo'],[821544],0.492,0.797,0.655,103.993,-3.464,1,0,0.0177,2.02e-05,0.0554,0.074,0,205907,43,1999,4/6/1999,I Want You To Want Me,Unknown,17.0
1996,['Nobuo Uematsu'],[431669],0.547,0.779,0.168,101.586,-12.896,0,2,0.00887,0.733,0.174,0.0513,0,238307,42,1997,2/10/1997,Opening - Bombing Mission,Unknown,17.0
37711,['Grandpa Jones'],[660246],0.472,0.36,0.564,74.905,-11.382,1,0,0.857,0.0,0.178,0.0495,0,317373,3,1947,1947,The Christmas Guest,Unknown,17.0
1329,['Blue Magic'],[53428],0.586,0.337,0.543,133.229,-13.165,1,7,0.837,0.0,0.628,0.0347,0,251520,50,1974,1974,Sideshow,Unknown,17.0
95811,['Walter Wanderley'],[230478],0.65,0.656,0.808,129.682,-9.736,0,2,0.699,0.809,0.186,0.0286,0,234800,35,1966,1966,Beach Samba,Unknown,17.0
95581,['Vladimir Horowitz'],[119107],0.443,0.0531,0.11,52.471,-25.11,0,3,0.991,0.861,0.131,0.0482,0,169733,0,1928,1928,"Valse oubliée in F-Sharp Major, S. *****",Unknown,17.0
11305,['Benjamin Britten'],[796872],0.247,0.101,0.0513,96.742,-21.217,1,0,0.957,0.865,0.101,0.0446,0,1034493,0,1949,1949,"Variations On A Theme Of Purcell, Op. 34 (From ""'The Young Persons Guide To The Orchestra"")",Unknown,17.0
9101,['Art Taylor'],[505154],0.535,0.471,0.589,109.534,-9.364,1,8,0.5,0.0,0.341,0.0342,0,392640,14,1960,1/1/1960,Syeeda's Song Flute - Remastered **** / Rudy Van Gelder Edition,Unknown,17.0
95197,['Vladimir Horowitz'],[119107],0.247,0.0211,0.114,74.269,-22.814,0,11,0.994,0.901,0.8,0.0388,0,269147,4,1942,1942,"Mazurka in B Minor, Op. 33, No. 4",Unknown,17.0
95566,['Vladimir Horowitz'],[119107],0.372,0.0945,0.0791,59.217,-22.709,0,10,0.993,0.941,0.189,0.0317,0,285133,0,1928,1928,"Sonata No. 3, Op. 46: II. Andante cantabile",Unknown,17.0
1812,['Glass Animals'],[2984484],0.636,0.22,0.0401,133.93,-13.059,1,10,0.884,0.00754,0.0925,0.0468,0,252907,52,2012,5/28/2012,Cocoa Hooves,Unknown,17.0
53890,['Lime'],[290969],0.635,0.774,0.897,127.979,-9.346,0,5,0.00138,0.643,0.0671,0.0463,0,444507,32,1985,1/1/1985,Unexpected Lovers - Remix,Unknown,17.0
95337,['Vladimir Horowitz'],[119107],0.376,0.0342,0.133,97.925,-18.818,0,10,0.994,0.917,0.0633,0.0381,0,421200,0,1928,1928,Piano Sonata No. ** Op. 35: III. Marche funèbre,Unknown,17.0
95119,['Vladimir Horowitz'],[119107],0.188,0.0891,0.164,59.946,-25.936,1,0,0.974,0.896,0.124,0.0326,0,236493,3,1928,1928,"Andante spianato in E-Flat Major, Op. **",Unknown,17.0
84153,['The Cascades'],[61690],0.57,0.408,0.38,125.057,-10.333,1,4,0.743,0.0,0.2,0.0287,0,141320,39,1963,1963,The Last Leaf,Unknown,17.0
7345,['Alphonse Mouzon'],[3015],0.697,0.886,0.903,104.921,-9.838,1,1,0.13,0.639,0.0542,0.0492,0,225907,35,1973,1973,Funky *********,Unknown,17.0
95396,['Vladimir Horowitz'],[119107],0.443,0.128,0.321,134.196,-18.556,1,2,0.995,0.893,0.175,0.064,0,67933,0,1928,1928,"Kinderszenen, Op. *** II. Kuriose Geschichte",Unknown,17.0
9905,['Axwell'],[55166],0.51,0.831,0.376,128.025,-4.514,0,7,0.0435,3.14e-06,0.346,0.0606,0,185625,61,2012,5/22/2012,In My Mind (feat. Georgi Kay) - Axwell Radio Edit,Unknown,17.0
66906,['Paul Horn'],[100426],0.241,0.0133,0.0381,114.743,-32.461,0,4,0.991,0.813,0.149,0.0492,0,204000,33,1968,9/13/1968,Mumtaz Mahal,Unknown,17.0
