,artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored),Unnamed: 19,genre,genre_id
74138,['Sam Cooke'],[238115],0.517,0.405,0.454,91.102,-12.113,1,5,0.795,0.0,0.326,0.0781,0,138640,15,1965,1/1/1965,He's So Wonderful,,R&B;,5.0
74143,['Sam Cooke'],[238115],0.502,0.36,0.616,87.794,-12.156,1,10,0.694,0.0,0.195,0.0474,0,181667,14,1965,1/1/1965,Nearer To Thee,,R&B;,5.0
74145,['Sam Cooke'],[238115],0.52,0.321,0.695,85.594,-12.31,1,8,0.736,0.0,0.195,0.0304,0,164933,16,1965,1/1/1965,I Don't Want To Cry,,R&B;,5.0
74146,['Sam Cooke'],[238115],0.295,0.184,0.383,171.606,-11.21,1,10,0.841,0.0,0.352,0.0375,0,157133,13,1965,1/1/1965,He'll Make A Way,,R&B;,5.0
74147,['Sam Cooke'],[238115],0.595,0.456,0.727,117.444,-12.546,1,10,0.788,0.0,0.188,0.0795,0,192867,13,1965,1/1/1965,I'm So Glad (Trouble Don't Last),,R&B;,5.0
74148,['Sam Cooke'],[238115],0.453,0.339,0.657,113.035,-12.557,1,2,0.774,0.0,0.0971,0.0451,0,177640,13,1965,1/1/1965,"Lord, Remember Me",,R&B;,5.0
74151,['Sam Cooke'],[238115],0.483,0.501,0.777,117.656,-11.458,1,9,0.457,0.0,0.381,0.0638,0,155840,14,1965,1/1/1965,Come And Go To That Land,,R&B;,5.0
74152,['Sam Cooke'],[238115],0.231,0.227,0.277,62.728,-13.858,1,10,0.932,0.0,0.111,0.0422,0,190573,13,1965,1/1/1965,One More River To Cross,,R&B;,5.0
74153,['Sam Cooke'],[238115],0.258,0.0781,0.273,164.305,-12.581,1,5,0.881,0.0,0.136,0.0314,0,146440,14,1965,1/1/1965,Any Day Now,,R&B;,5.0
74240,['Sam Cooke'],[238115],0.616,0.216,0.587,94.525,-17.778,1,8,0.861,0.0,0.104,0.112,0,132200,38,1965,1/1/1965,I'll Come Running Back To You,,R&B;,5.0
74249,['Sam Cooke'],[238115],0.49,0.471,0.629,100.275,-9.938,1,10,0.789,0.0,0.11,0.0654,0,122173,34,1965,1/1/1965,Touch The Hem Of His Garment,,R&B;,5.0
74265,['Sam Cooke'],[238115],0.505,0.294,0.426,85.195,-12.281,1,2,0.742,0.0,0.184,0.0447,0,143840,27,1965,1/1/1965,Lovable,,R&B;,5.0
74298,['Sam Cooke'],[238115],0.544,0.375,0.579,84.643,-12.204,1,8,0.845,0.0,0.201,0.0349,0,139067,23,1965,1/1/1965,That's All I Need To Know,,R&B;,5.0
74323,['Sam Cooke'],[238115],0.418,0.199,0.61,98.361,-12.029,1,2,0.897,0.0,0.202,0.0276,0,162293,21,1965,1/1/1965,Peace In The Valley,,R&B;,5.0
74324,['Sam Cooke'],[238115],0.434,0.467,0.684,102.304,-10.438,1,11,0.801,0.0,0.157,0.049,0,150333,20,1965,1/1/1965,Were You There,,R&B;,5.0
26932,['Don Covay'],[2993710],0.663,0.466,0.944,102.523,-13.263,1,10,0.721,0.00681,0.216,0.0284,0,171227,18,1965,7/26/1965,Can't Stay Away,,R&B;,5.0
26933,['Don Covay'],[2993710],0.858,0.465,0.703,117.961,-13.434,1,9,0.32,0.000604,0.0753,0.0729,0,146707,49,1965,7/26/1965,"Mercy, Mercy",,R&B;,5.0
58256,['Marvin Gaye'],[316834],0.458,0.274,0.782,175.087,-14.895,1,0,0.761,0.0,0.416,0.0333,0,139933,17,1965,1965,Forever,,R&B;,5.0
58293,['Marvin Gaye'],[316834],0.755,0.631,0.965,118.03,-12.872,1,5,0.632,2.98e-05,0.262,0.0397,0,134760,17,1965,1965,Need Your Lovin' (Want You Back),,R&B;,5.0
58305,['Marvin Gaye'],[316834],0.513,0.323,0.711,135.031,-14.507,1,0,0.698,0.0,0.762,0.0579,0,172133,17,1965,1965,Me And My Lonely Room,,R&B;,5.0
58306,['Marvin Gaye'],[316834],0.711,0.404,0.801,107.297,-13.495,1,8,0.389,6.95e-05,0.0626,0.0289,0,180440,16,1965,1965,One Of These Days,,R&B;,5.0
58335,['Marvin Gaye'],[316834],0.474,0.382,0.686,108.855,-11.538,1,3,0.416,0.0,0.0947,0.0342,0,162600,15,1965,1965,Stepping Closer To Your Heart,,R&B;,5.0
58336,['Marvin Gaye'],[316834],0.438,0.5,0.889,207.33,-11.555,1,1,0.351,0.0,0.127,0.0395,0,162733,15,1965,1965,No Good Without You,,R&B;,5.0
58350,['Marvin Gaye'],[316834],0.653,0.49,0.963,110.202,-10.106,1,0,0.323,4.13e-06,0.0832,0.0408,0,177773,61,1965,1965,How Sweet It Is (To Be Loved By You),,R&B;,5.0
58401,['Marvin Gaye'],[316834],0.646,0.462,0.831,84.471,-9.887,1,10,0.809,0.0,0.108,0.0317,0,164960,30,1965,1965,You're A Wonderful One,,R&B;,5.0
58429,['Marvin Gaye'],[316834],0.593,0.595,0.925,83.299,-11.343,1,10,0.507,0.00056,0.12,0.0607,0,158493,24,1965,1965,Baby Don't You Do It,,R&B;,5.0
58440,['Marvin Gaye'],[316834],0.654,0.397,0.711,108.527,-12.007,1,10,0.797,5.84e-05,0.125,0.0385,0,170533,22,1965,1965,Try It Baby,,R&B;,5.0
76907,['Smokey Robinson & the Miracles'],[35021],0.428,0.54,0.849,123.475,-11.806,1,2,0.479,0.0,0.385,0.0345,0,136120,21,1965,11/1/1965,Since You Won My Heart,,R&B;,5.0
76910,['Smokey Robinson & the Miracles'],[35021],0.506,0.689,0.636,124.053,-10.55,1,0,0.408,0.0,0.51,0.0419,0,166120,19,1965,11/1/1965,My Baby Changes Like The Weather,,R&B;,5.0
76912,['Smokey Robinson & the Miracles'],[35021],0.413,0.506,0.618,111.833,-11.064,1,0,0.855,0.0,0.144,0.0356,0,192280,18,1965,11/1/1965,All That's Good,,R&B;,5.0
76926,['Smokey Robinson & the Miracles'],[35021],0.502,0.333,0.729,96.982,-10.914,1,7,0.699,0.0,0.222,0.0264,0,174360,64,1965,11/1/1965,The Tracks Of My Tears,,R&B;,5.0
76927,['Smokey Robinson & the Miracles'],[35021],0.185,0.344,0.424,178.635,-9.378,1,7,0.81,0.0,0.166,0.0295,0,164160,58,1965,11/1/1965,Ooo Baby Baby,,R&B;,5.0
76932,['Smokey Robinson & the Miracles'],[35021],0.615,0.721,0.967,129.596,-9.703,1,7,0.484,0.0,0.128,0.0328,0,165787,42,1965,11/1/1965,Going To A Go-Go,,R&B;,5.0
76933,['Smokey Robinson & the Miracles'],[35021],0.44,0.418,0.446,89.286,-12.568,1,0,0.695,0.0,0.204,0.0252,0,205240,35,1965,11/1/1965,A Fork In The Road,,R&B;,5.0
76935,['Smokey Robinson & the Miracles'],[35021],0.571,0.629,0.954,91.994,-9.867,0,2,0.188,0.0,0.181,0.0265,0,144267,38,1965,11/1/1965,From Head To Toe,,R&B;,5.0
76938,['Smokey Robinson & the Miracles'],[35021],0.396,0.456,0.703,98.855,-11.011,1,8,0.756,0.0,0.201,0.0267,0,152600,27,1965,11/1/1965,Choosey Beggar,,R&B;,5.0
76940,['Smokey Robinson & the Miracles'],[35021],0.581,0.589,0.887,110.743,-9.449,1,10,0.199,0.0,0.346,0.0283,0,156360,28,1965,11/1/1965,In Case You Need Love,,R&B;,5.0
76944,['Smokey Robinson & the Miracles'],[35021],0.396,0.506,0.778,91.896,-10.54,1,2,0.791,0.0,0.195,0.0289,0,170027,25,1965,11/1/1965,My **** Has Gone,,R&B;,5.0
76946,['Smokey Robinson & the Miracles'],[35021],0.6,0.729,0.908,135.297,-9.256,1,2,0.348,0.0,0.58,0.0329,0,187427,22,1965,11/1/1965,Let Me Have ****,,R&B;,5.0
65717,['Otis Redding'],[414251],0.744,0.648,0.93,119.331,-6.033,1,2,0.0691,0.00183,0.0343,0.0406,0,138827,25,1965,9/15/1965,Respect,,R&B;,5.0
65718,['Otis Redding'],[414251],0.644,0.409,0.56,70.401,-7.377,1,4,0.783,0.00011,0.511,0.0327,0,166227,24,1965,9/15/1965,Ole Man Trouble,,R&B;,5.0
65722,['Otis Redding'],[414251],0.783,0.538,0.503,122.932,-6.502,1,3,0.335,7.67e-05,0.0515,0.146,0,152333,23,1965,9/15/1965,Any Ole Way - **** Remaster,,R&B;,5.0
65731,['Otis Redding'],[414251],0.464,0.45,0.327,122.321,-8.311,1,5,0.479,0.0,0.956,0.0456,0,363680,22,1965,9/15/1965,I've Been Loving You Too Long - Remastered Live At The Whisky A Go Go Version,,R&B;,5.0
65732,['Otis Redding'],[414251],0.779,0.408,0.653,105.658,-11.066,1,3,0.291,0.00158,0.0681,0.0405,0,192667,20,1965,1965-03-01 00:00:00,Your One and Only Man,,R&B;,5.0
65733,['Otis Redding'],[414251],0.809,0.438,0.888,97.687,-9.176,1,0,0.273,0.0238,0.262,0.0495,0,178440,22,1965,9/15/1965,Down in the Valley - **** Remaster,,R&B;,5.0
65734,['Otis Redding'],[414251],0.508,0.212,0.512,145.505,-13.483,1,0,0.677,7.33e-06,0.106,0.0322,0,168640,21,1965,9/15/1965,You Don't Miss Your Water - **** Remaster,,R&B;,5.0
65735,['Otis Redding'],[414251],0.736,0.263,0.602,102.337,-11.402,1,0,0.376,0.000586,0.105,0.0359,0,175307,23,1965,9/15/1965,My **** - **** Remaster,,R&B;,5.0
65736,['Otis Redding'],[414251],0.494,0.885,0.497,102.908,-7.14,1,5,0.0995,0.0,0.438,0.0661,0,153720,23,1965,9/15/1965,"Shake - Live, ***** **** Remaster",,R&B;,5.0
65737,['Otis Redding'],[414251],0.853,0.523,0.964,105.715,-9.179,1,3,0.566,0.00018,0.0312,0.0435,0,190187,22,1965,9/15/1965,Wonderful World - **** Remaster,,R&B;,5.0
65741,['Otis Redding'],[414251],0.812,0.383,0.947,119.279,-13.272,1,0,0.442,0.00645,0.344,0.054,0,126733,21,1965,1965-03-01 00:00:00,Home in Your Heart,,R&B;,5.0
65742,['Otis Redding'],[414251],0.757,0.629,0.769,147.769,-9.497,1,4,0.485,0.00938,0.184,0.102,0,169587,20,1965,9/15/1965,(I Can't Get No) Satisfaction - **** Remaster,,R&B;,5.0
65743,['Otis Redding'],[414251],0.583,0.53,0.571,83.459,-8.192,1,9,0.493,0.0,0.697,0.182,0,235013,21,1965,9/15/1965,Ole Man Trouble - Remastered Live At The Whisky A Go Go Version,,R&B;,5.0
65748,['Otis Redding'],[414251],0.558,0.841,0.788,88.708,-7.303,0,11,0.0382,5.26e-06,0.58,0.128,0,274867,21,1965,9/15/1965,"(I Can't Get No) Satisfaction - Live at the Whisky a Go Go, ***** **** Remaster",,R&B;,5.0
65749,['Otis Redding'],[414251],0.492,0.44,0.286,200.252,-8.12,1,10,0.245,0.0003,0.226,0.0779,0,208867,20,1965,9/15/1965,Rock Me Baby - **** Remaster,,R&B;,5.0
65750,['Otis Redding'],[414251],0.704,0.67,0.649,120.119,-6.323,1,4,0.0716,3.81e-06,0.69,0.0882,0,126960,21,1965,9/15/1965,"Respect - Live at the Whisky a Go Go, ***** **** Remaster",,R&B;,5.0
65751,['Otis Redding'],[414251],0.766,0.534,0.883,118.478,-8.91,1,7,0.101,0.000616,0.0302,0.0437,0,130053,20,1965,9/15/1965,Respect - **** Remaster,,R&B;,5.0
65754,['Otis Redding'],[414251],0.504,0.215,0.116,148.073,-13.966,1,9,0.657,0.00489,0.0816,0.0343,0,180976,19,1965,9/15/1965,I've Been Loving You Too Long (To Stop Now) - Mono,,R&B;,5.0
65755,['Otis Redding'],[414251],0.595,0.475,0.811,126.541,-8.829,1,10,0.183,0.0,0.717,0.049,0,162187,20,1965,9/15/1965,"Any Ole Way - Live at the Whisky a Go Go, ***** **** Remaster",,R&B;,5.0
65756,['Otis Redding'],[414251],0.669,0.334,0.653,70.547,-11.382,1,4,0.646,0.0,0.241,0.0374,0,158520,20,1965,9/15/1965,Ole Man Trouble - **** Remaster,,R&B;,5.0
65757,['Otis Redding'],[414251],0.505,0.769,0.759,148.188,-6.66,1,2,0.0977,0.0,0.362,0.107,0,183400,19,1965,9/15/1965,"I'm Depending on You - Live at the Whisky a Go Go, ***** **** Remaster",,R&B;,5.0
65761,['Otis Redding'],[414251],0.388,0.307,0.175,104.892,-13.165,1,9,0.333,9.72e-06,0.64,0.064,0,250747,19,1965,9/15/1965,I've Been Loving You Too Long - Live in Europe; **** Remaster,,R&B;,5.0
65764,['Otis Redding'],[414251],0.583,0.498,0.735,112.434,-8.301,1,0,0.0769,4.46e-05,0.159,0.0299,0,162440,18,1965,9/15/1965,My **** - Live in Europe; **** Remaster,,R&B;,5.0
65767,['Otis Redding'],[414251],0.533,0.578,0.725,144.416,-7.711,1,2,0.00185,0.0,0.144,0.0441,0,116440,18,1965,9/15/1965,Respect - Remastered ****,,R&B;,5.0
65768,['Otis Redding'],[414251],0.49,0.32,0.244,84.129,-10.184,0,10,0.591,6.28e-05,0.225,0.0428,0,254816,16,1965,9/15/1965,A Change Is Gonna Come - Mono,,R&B;,5.0
65769,['Otis Redding'],[414251],0.501,0.873,0.674,161.488,-7.488,1,9,0.283,0.000129,0.975,0.0406,0,173280,18,1965,9/15/1965,(I Can't Get No) Satisfaction - Live in Europe; **** Remaster,,R&B;,5.0
65771,['Otis Redding'],[414251],0.267,0.84,0.732,176.738,-6.965,1,0,0.0601,0.0203,0.764,0.0547,0,173613,17,1965,9/15/1965,Shake - Live in Europe; **** Remaste,,R&B;,5.0
65772,['Otis Redding'],[414251],0.803,0.473,0.889,97.693,-7.823,0,7,0.309,0.0687,0.0948,0.0427,0,178856,15,1965,9/15/1965,Down in the Valley - Mono,,R&B;,5.0
65779,['Otis Redding'],[414251],0.74,0.322,0.629,102.889,-9.26,1,0,0.551,0.000763,0.17,0.0399,0,175853,62,1965,9/15/1965,My ****,,R&B;,5.0
65780,['Otis Redding'],[414251],0.499,0.246,0.152,148.468,-12.806,1,9,0.7,0.00227,0.0965,0.0325,0,181667,59,1965,9/15/1965,I've Been Loving You Too Long,,R&B;,5.0
65781,['Otis Redding'],[414251],0.473,0.421,0.682,161.584,-10.234,0,3,0.757,0.0,0.145,0.0558,0,144373,51,1965,1965-03-01 00:00:00,That's How Strong My Love Is,,R&B;,5.0
65788,['Otis Redding'],[414251],0.643,0.092,0.684,178.119,-17.582,1,7,0.743,0.000133,0.0781,0.0595,0,183293,47,1965,1965-03-01 00:00:00,It's Too Late,,R&B;,5.0
65789,['Otis Redding'],[414251],0.583,0.471,0.796,163.364,-9.712,0,7,0.2,0.0037,0.0871,0.0692,0,161480,48,1965,9/15/1965,Shake - **** Remaster,,R&B;,5.0
65790,['Otis Redding'],[414251],0.414,0.342,0.239,167.166,-9.676,0,5,0.531,1.31e-05,0.275,0.0523,0,254960,45,1965,9/15/1965,A Change Is Gonna Come - Mono; **** Remaster,,R&B;,5.0
65791,['Otis Redding'],[414251],0.86,0.498,0.963,105.693,-9.026,1,3,0.641,0.000964,0.31,0.0415,0,210280,47,1965,9/15/1965,Wonderful World,,R&B;,5.0
65792,['Otis Redding'],[414251],0.439,0.299,0.332,84.867,-11.322,0,5,0.663,1.31e-05,0.375,0.0416,0,255533,45,1965,9/15/1965,A Change Is Gonna Come,,R&B;,5.0
65793,['Otis Redding'],[414251],0.485,0.204,0.485,144.046,-14.328,1,0,0.777,0.0,0.119,0.034,0,172200,43,1965,9/15/1965,You Don't Miss Your Water,,R&B;,5.0
65799,['Otis Redding'],[414251],0.787,0.489,0.911,97.713,-7.713,1,0,0.436,0.0224,0.0821,0.0421,0,179973,43,1965,9/15/1965,Down in the Valley - Mono; **** Remaster,,R&B;,5.0
65800,['Otis Redding'],[414251],0.537,0.521,0.961,199.36,-11.326,1,3,0.555,0.00749,0.0879,0.06,0,160840,41,1965,1965-03-01 00:00:00,I Want to Thank You,,R&B;,5.0
65801,['Otis Redding'],[414251],0.709,0.841,0.961,117.538,-6.143,1,2,0.19,0.000195,0.0686,0.0519,0,130987,43,1965,9/15/1965,Respect - Mono; **** Remaster,,R&B;,5.0
65802,['Otis Redding'],[414251],0.464,0.233,0.562,176.22,-14.399,1,10,0.84,4.62e-06,0.145,0.0432,0,167907,42,1965,1965-03-01 00:00:00,Come to Me,,R&B;,5.0
65803,['Otis Redding'],[414251],0.486,0.291,0.245,200.941,-13.307,1,10,0.222,0.000484,0.337,0.078,0,207400,41,1965,9/15/1965,Rock Me Baby,,R&B;,5.0
65815,['Otis Redding'],[414251],0.498,0.246,0.152,151.255,-13.41,1,9,0.727,0.000374,0.0781,0.0342,0,176880,36,1965,9/15/1965,I've Been Loving You Too Long,,R&B;,5.0
65827,['Otis Redding'],[414251],0.806,0.489,0.899,123.753,-12.898,1,0,0.0544,2.88e-05,0.0696,0.104,0,162160,32,1965,1965-03-01 00:00:00,Mr. Pitiful,,R&B;,5.0
65828,['Otis Redding'],[414251],0.598,0.107,0.108,123.459,-17.16,1,7,0.834,5e-05,0.11,0.0413,0,175627,37,1965,1965-03-01 00:00:00,For Your Precious Love,,R&B;,5.0
65829,['Otis Redding'],[414251],0.743,0.81,0.803,148.669,-6.235,1,4,0.631,0.0249,0.145,0.119,0,171493,36,1965,9/15/1965,(I Can't Get No) Satisfaction - Mono; **** Remaster,,R&B;,5.0
65836,['Otis Redding'],[414251],0.658,0.418,0.613,75.015,-7.568,1,9,0.252,0.00125,0.165,0.0266,0,156320,31,1965,9/15/1965,Ole Man Trouble - Mono; **** Remaster,,R&B;,5.0
65837,['Otis Redding'],[414251],0.785,0.404,0.934,97.483,-11.274,0,7,0.498,0.00494,0.106,0.0453,0,179600,31,1965,9/15/1965,Down in the Valley,,R&B;,5.0
65838,['Otis Redding'],[414251],0.5,0.187,0.117,139.117,-14.069,1,9,0.508,4.83e-06,0.153,0.0335,0,196920,28,1965,9/15/1965,I've Been Loving You Too Long - **** Remaster,,R&B;,5.0
65839,['Otis Redding'],[414251],0.772,0.729,0.867,146.537,-7.934,1,4,0.628,0.0169,0.0959,0.114,0,164653,35,1965,9/15/1965,(I Can't Get No) Satisfaction,,R&B;,5.0
65841,['Otis Redding'],[414251],0.502,0.329,0.45,145.613,-9.232,1,0,0.754,2.78e-06,0.103,0.0379,0,186360,29,1965,9/15/1965,You Don't Miss Your Water - Mono; **** Remaster,,R&B;,5.0
65842,['Otis Redding'],[414251],0.708,0.732,0.963,117.065,-8.44,1,2,0.204,3.95e-05,0.0357,0.0432,0,131427,30,1965,9/15/1965,Respect,,R&B;,5.0
65843,['Otis Redding'],[414251],0.474,0.287,0.138,140.378,-9.434,1,9,0.671,0.000165,0.356,0.0284,0,211840,29,1965,9/15/1965,I've Been Loving You Too Long - Remastered Mono Mix of Stereo,,R&B;,5.0
65844,['Otis Redding'],[414251],0.656,0.32,0.64,74.854,-12.296,1,9,0.521,0.000294,0.159,0.0285,0,155987,29,1965,9/15/1965,Ole Man Trouble,,R&B;,5.0
65845,['Otis Redding'],[414251],0.719,0.667,0.832,82.407,-6.259,1,5,0.317,0.000732,0.0683,0.0509,0,160000,29,1965,9/15/1965,Shake - Mono; **** Remaster,,R&B;,5.0
65846,['Otis Redding'],[414251],0.445,0.353,0.823,160.797,-10.974,1,10,0.623,0.000372,0.0658,0.0457,0,159507,28,1965,1965-03-01 00:00:00,Chained and Bound,,R&B;,5.0
65850,['Otis Redding'],[414251],0.564,0.483,0.213,72.772,-6.144,1,0,0.334,0.0017,0.117,0.0519,0,217960,28,1965,9/15/1965,Rock Me Baby - Mono; **** Remaster,,R&B;,5.0
65851,['Otis Redding'],[414251],0.493,0.408,0.674,203.936,-5.979,1,0,0.499,1.14e-05,0.143,0.0562,0,175427,29,1965,9/15/1965,My ****,,R&B;,5.0
65852,['Otis Redding'],[414251],0.863,0.623,0.96,105.492,-5.636,1,3,0.543,7.98e-06,0.03,0.0369,0,191533,28,1965,9/15/1965,Wonderful World,,R&B;,5.0
65856,['Otis Redding'],[414251],0.576,0.555,0.863,164.788,-9.634,1,0,0.323,0.000185,0.107,0.0774,0,161667,27,1965,9/15/1965,Shake,,R&B;,5.0
65857,['Otis Redding'],[414251],0.589,0.2,0.122,147.805,-15.534,1,10,0.4,0.000496,0.153,0.0349,0,181013,23,1965,1965-03-01 00:00:00,Nothing Can Change This Love,,R&B;,5.0
65864,['Otis Redding'],[414251],0.43,0.283,0.315,164.632,-11.081,0,5,0.449,0.0,0.181,0.0558,0,261013,24,1965,9/15/1965,A Change Is Gonna Come - **** Remaster,,R&B;,5.0
65865,['Otis Redding'],[414251],0.755,0.721,0.808,134.763,-7.622,1,2,0.158,0.000924,0.0399,0.0495,0,153547,25,1965,9/15/1965,I'm Depending on You - **** Remaster,,R&B;,5.0
65866,['Otis Redding'],[414251],0.53,0.237,0.42,176.486,-13.878,1,10,0.482,0.000937,0.136,0.0451,0,201200,23,1965,1965-03-01 00:00:00,"A Woman, a Lover, a Friend",,R&B;,5.0
65867,['Otis Redding'],[414251],0.556,0.171,0.404,178.205,-14.536,1,10,0.457,0.000324,0.0797,0.0444,0,173200,22,1965,1965-03-01 00:00:00,Keep Your Arms Around Me,,R&B;,5.0
90033,['The Supremes'],[477875],0.6,0.759,0.875,123.705,-4.949,1,5,0.295,0.0,0.264,0.0295,0,164213,17,1965,7/23/1965,Nothing But Heartaches - Single Version,,R&B;,5.0
90035,['The Supremes'],[477875],0.373,0.344,0.308,75.628,-10.95,1,8,0.586,9.97e-06,0.144,0.0273,0,179267,14,1965,11/1/1965,Silver Bells - Stereo,,R&B;,5.0
90036,['The Supremes'],[477875],0.427,0.551,0.523,130.159,-11.946,1,7,0.313,0.0,0.197,0.0417,0,165427,17,1965,7/23/1965,Ask Any ****,,R&B;,5.0
90039,['The Supremes'],[477875],0.572,0.579,0.626,116.195,-6.243,1,0,0.644,0.0,0.0991,0.0297,0,160493,16,1965,7/23/1965,Whisper You Love Me Boy - Mono Version,,R&B;,5.0
90046,['The Supremes'],[477875],0.612,0.444,0.503,114.961,-12.752,1,0,0.531,0.0,0.126,0.0293,0,172907,66,1965,7/23/1965,Stop! In The Name Of Love - Single Version,,R&B;,5.0
90049,['The Supremes'],[477875],0.696,0.521,0.479,121.215,-11.168,1,0,0.0182,1.47e-05,0.404,0.0273,0,174307,48,1965,7/23/1965,Back In My Arms *****,,R&B;,5.0
90054,['The Supremes'],[477875],0.565,0.261,0.515,94.582,-12.707,1,3,0.777,1.83e-05,0.227,0.0264,0,166509,37,1965,4/12/1965,You Send Me,,R&B;,5.0
90065,['The Supremes'],[477875],0.363,0.452,0.26,81.803,-10.322,1,0,0.182,0.0,0.374,0.0286,0,168800,26,1965,11/1/1965,My Favorite Things - Stereo,,R&B;,5.0
90077,['The Supremes'],[477875],0.579,0.554,0.491,124.067,-8.896,1,5,0.084,0.0,0.219,0.0286,0,177867,23,1965,7/23/1965,Nothing But Heartaches - Single Version,,R&B;,5.0
90078,['The Supremes'],[477875],0.58,0.763,0.816,125.885,-7.757,1,7,0.111,0.0,0.133,0.0332,0,161200,26,1965,11/1/1965,Santa Claus Is Coming To Town - Stereo,,R&B;,5.0
87427,['The Miracles'],[503668],0.638,0.488,0.735,118.223,-9.308,1,0,0.432,0.0,0.148,0.0298,0,171627,38,1965,1/1/1965,You Really Got A Hold On Me,,R&B;,5.0
87430,['The Miracles'],[503668],0.485,0.661,0.817,133.858,-7.24,1,7,0.529,0.0,0.632,0.0338,0,169227,37,1965,1/1/1965,Shop Around,,R&B;,5.0
87432,['The Miracles'],[503668],0.297,0.547,0.396,98.333,-7.114,1,7,0.603,1.43e-06,0.15,0.0343,0,164227,31,1965,1/1/1965,Bad **** - Single Version,,R&B;,5.0
16922,['Brook Benton'],[524239],0.521,0.678,0.524,126.535,-10.111,1,10,0.622,0.0,0.637,0.0516,0,153880,16,1965,1965,I Wanna Be With You (Everywhere You Go),,R&B;,5.0
16926,['Brook Benton'],[524239],0.38,0.321,0.448,106.146,-15.504,1,10,0.595,0.003,0.0914,0.0359,0,173373,33,1965,1965,"****** Nature, ****** Time",,R&B;,5.0
90127,['The Temptations'],[569685],0.628,0.701,0.947,98.677,-6.641,1,11,0.851,0.0,0.186,0.0256,0,161160,16,1965,1/1/1965,Born To Love You,,R&B;,5.0
90138,['The Temptations'],[569685],0.475,0.668,0.779,118.313,-6.179,1,5,0.402,0.0,0.301,0.0326,0,179333,14,1965,1/1/1965,Everybody Needs Love,,R&B;,5.0
90142,['The Temptations'],[569685],0.294,0.478,0.292,140.809,-8.631,1,8,0.428,0.0,0.0425,0.0389,0,183267,13,1965,1/1/1965,Just Another Lonely *****,,R&B;,5.0
90149,['The Temptations'],[569685],0.547,0.713,0.82,138.326,-7.644,1,7,0.763,0.0,0.36,0.051,0,159800,13,1965,1/1/1965,I Gotta Know Now,,R&B;,5.0
90154,['The Temptations'],[569685],0.56,0.771,0.68,63.67,-6.932,1,3,0.167,3.05e-05,0.162,0.0406,0,143627,12,1965,1/1/1965,You're The One I Need,,R&B;,5.0
90159,['The Temptations'],[569685],0.572,0.418,0.694,104.566,-10.738,1,0,0.635,0.0,0.0961,0.0349,0,165000,79,1965,3/22/1965,My ****,,R&B;,5.0
90160,['The Temptations'],[569685],0.52,0.679,0.92,100.974,-5.888,1,3,0.13,1.74e-06,0.0556,0.0259,0,174627,47,1965,1/1/1965,Since I Lost My Baby,,R&B;,5.0
90168,['The Temptations'],[569685],0.555,0.643,0.791,125.102,-7.68,1,7,0.582,0.0,0.332,0.0335,0,174707,40,1965,1/1/1965,The ****** Alright With Me,,R&B;,5.0
90172,['The Temptations'],[569685],0.489,0.754,0.693,68.11,-6.393,1,0,0.709,0.0,0.104,0.0327,0,142560,38,1965,1/1/1965,**** (Why You Wanna Make Me *****,,R&B;,5.0
90176,['The Temptations'],[569685],0.233,0.525,0.79,210.874,-11.233,1,5,0.656,7.75e-06,0.182,0.0469,0,179573,34,1965,3/22/1965,It's Growing,,R&B;,5.0
90177,['The Temptations'],[569685],0.423,0.494,0.863,202.382,-8.518,1,10,0.587,0.0,0.0842,0.0318,0,175907,33,1965,1/1/1965,Don't Look Back,,R&B;,5.0
90178,['The Temptations'],[569685],0.518,0.33,0.614,120.631,-14.574,1,0,0.703,0.0,0.185,0.0301,0,180040,33,1965,3/22/1965,You've Really Got A Hold On Me,,R&B;,5.0
90179,['The Temptations'],[569685],0.36,0.336,0.566,179.963,-12.0,0,5,0.764,1.46e-05,0.121,0.0356,0,179400,32,1965,3/22/1965,Who's Lovin' You - Stereo,,R&B;,5.0
90184,['The Temptations'],[569685],0.556,0.42,0.544,92.855,-13.143,1,0,0.796,2.64e-06,0.156,0.025,0,177533,31,1965,3/22/1965,What Love Has Joined Together - Album Version / Stereo,,R&B;,5.0
90185,['The Temptations'],[569685],0.672,0.861,0.924,118.955,-6.278,1,3,0.679,0.0,0.332,0.0433,0,160707,28,1965,1/1/1965,You've Got To Earn It,,R&B;,5.0
90186,['The Temptations'],[569685],0.643,0.291,0.478,90.633,-14.416,0,7,0.74,0.000247,0.0828,0.0257,0,154960,28,1965,3/22/1965,You'll Lose A Precious Love - Stereo,,R&B;,5.0
90191,['The Temptations'],[569685],0.578,0.333,0.461,94.13,-13.017,1,0,0.537,3.22e-05,0.0982,0.0263,0,172907,28,1965,3/22/1965,"Baby, Baby I Need You",,R&B;,5.0
90192,['The Temptations'],[569685],0.601,0.613,0.656,125.305,-6.688,1,0,0.751,0.0,0.103,0.0374,0,185960,26,1965,1/1/1965,My Baby,,R&B;,5.0
90193,['The Temptations'],[569685],0.633,0.431,0.778,123.723,-13.711,1,11,0.218,0.0,0.138,0.0305,0,160960,27,1965,3/22/1965,The Way You Do The Things You Do,,R&B;,5.0
